"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"8931",NA,NA,NA,NA,NA,-999,221,-999,197.91,-999,-999,-999,-999,-999,-999,-999,-999,0.01,0.01,NA,1.37,-999,-999,-999,-999,358,-999,-999,-999,-999,-999,-999,-999,-999,-999,"31;569;2225;2265;2655",-999,-999,-999,-999,704777,-11.34,-25.46,NA,-37.76,-50.52,NA,7,127.3,11,0.06,122.59,208.12,1204.63,1408.34,"Rodentia","Echimyidae","Proechimys","iheringi","Proechimys iheringi",-999,-18.4,-44.14
"8932",NA,NA,NA,NA,NA,-999,205,-999,-999,-999,-999,-999,-999,3,-999,-999,-999,0.00243,0.0022,NA,-999,-999,-999,-999,-999,257,-999,-999,-999,-999,-999,2,-999,-999,-999,"31;890;2655",-999,-999,-999,-999,1870506,-7.26,-21.02,NA,-55.1,-74.88,NA,0,3.15,0,0.19,146.21,243.6,1283.22,1495.68,"Rodentia","Echimyidae","Proechimys","longicaudatus","Proechimys longicaudatus",-999,-14.14,-64.99
"8933",NA,NA,NA,NA,NA,3,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"890;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","magdalenae","Proechimys magdalenae",-999,-999,-999
"8934",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,383,11.23,11.01,NA,-73.97,-74.17,NA,115,129,115,0.11,18,236,1485,1972,"Rodentia","Echimyidae","Proechimys","mincae","Proechimys mincae",-999,11.12,-74.07
"8935",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","myosuros","Proechimys myosuros",-999,-999,-999
"8936",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,22909,4.49,3.39,NA,-70.89,-73.41,NA,0,5.59,0,0.04,203.33,254.33,1333.53,1440.2,"Rodentia","Echimyidae","Proechimys","oconnelli","Proechimys oconnelli",-999,3.94,-72.15
"8937",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","oris","Proechimys oris",-999,-999,-999
"8938",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,55323,11.48,8.11,NA,-71.57,-74.25,NA,7,60.84,7,0.13,63.84,248.46,1445.07,1837.92,"Rodentia","Echimyidae","Proechimys","poliopus","Proechimys poliopus",-999,9.8,-72.91
"8939",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,94146,0.31,-4.04,NA,-75.05,-77.75,NA,1,3.91,1,0.14,250.72,274.91,1373.07,1376.69,"Rodentia","Echimyidae","Proechimys","quadruplicatus","Proechimys quadruplicatus",-999,-1.86,-76.4
"8940",NA,NA,NA,NA,NA,1,359,-999,230.63,0,-999,313.74,498,4,-999,65.83,1,0.00174,0.00153,NA,2.84,4.68,31,26.2,-999,753,-999,95.45,1,-999,1,2,40.82,-999,-999,"18;20;31;730;905;979;1117;1297;1573;1822;1849;1876;2458;2576;2655;2828",-999,-999,-999,-999,211437,15.99,7.01,NA,-76.37,-85.66,NA,2,28.99,3,0.14,218.21,246.49,1433.94,1706.25,"Rodentia","Echimyidae","Proechimys","semispinosus","Proechimys semispinosus",-999,11.5,-81.02
"8941",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,86849,-17.7,-21.35,NA,-41.2,-44.02,NA,9,53.43,12,0.05,107.38,202.59,1118.36,1332.46,"Rodentia","Echimyidae","Proechimys","setosus","Proechimys setosus",-999,-19.53,-42.61
"8942",NA,NA,NA,NA,NA,1,285,-999,-999,-999,-999,-999,-999,4,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,2,-999,-999,-999,"905;2655",-999,-999,-999,-999,1159851,-0.05,-17.65,NA,-63.17,-78.82,NA,0,4.05,0,0.14,189.95,243.47,1403.94,1498.78,"Rodentia","Echimyidae","Proechimys","simonsi","Proechimys simonsi",-999,-8.85,-71
"8943",NA,NA,NA,NA,NA,1,285,-999,-999,-999,-999,-999,-999,4,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,2,-999,-999,-999,"905;2655",-999,-999,-999,-999,1303981,-2.37,-13.51,NA,-57.81,-76,NA,0,1.89,0,0.12,185.83,253.18,1478.8,1580.58,"Rodentia","Echimyidae","Proechimys","steerei","Proechimys steerei",-999,-7.94,-66.9
"8944",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,4885,10.84,10.03,NA,-60.91,-61.92,NA,38,207.77,38,0.02,145.49,245.49,-999,-999,"Rodentia","Echimyidae","Proechimys","trinitatis","Proechimys trinitatis",-999,10.43,-61.41
"8945",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","urichi","Proechimys urichi",-999,-999,-999
"8946",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","warreni","Proechimys warreni",-999,-999,-999
"8947",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,23967,34.2,32.06,NA,104.71,102.63,NA,5,32.68,5,0.08,59.12,60.27,666.89,839.86,"Rodentia","Muridae","Proedromys","bedfordi","Proedromys bedfordi",-999,33.13,103.67
"8948",NA,NA,NA,NA,NA,2,11300,-999,802.19,-999,-999,-999,-999,1,-999,81.55,1,-999,-999,NA,2.12,-999,-999,213,-999,-999,-999,570.9,-999,4,1,3,118.54,-999,-999,"1113;1297;2655",-999,-999,-999,-999,4948245,15.47,-10.5,NA,38.73,-16.79,NA,0,30.06,1,0.12,138.04,242.44,1246.82,1551.45,"Carnivora","Felidae","Profelis","aurata","Profelis aurata",-999,2.48,10.96
"8949",NA,NA,NA,NA,NA,-999,-999,-999,224.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1712",314,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Lagomorpha","Ochotonidae","Prolagus","sardus","Prolagus sardus",-999,-999,-999
"8950",NA,NA,NA,NA,NA,-999,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,3.4,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,20.99,-999,-999,"1297;2655",-999,-999,-999,-999,74444,44.9,40.92,NA,46.24,39.66,NA,9,60.58,11,0.00321,66.37,31,621,703.2,"Rodentia","Muridae","Prometheomys","schaposchnikowi","Prometheomys schaposchnikowi",-999,42.91,42.95
"8951",NA,NA,NA,NA,NA,-999,29.5,53.05,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,0.98,1,-999,2.59,29.13,-999,-999,-999,-999,-999,2,-999,41.99,-999,-999,"419;1297;1432;1658;2151;2540;2655",-999,-999,-999,-999,4740669,21.62,-28.7,NA,-52.85,-104.83,NA,0,37.35,0,0.12,129.01,219.78,1224.51,1509.14,"Chiroptera","Molossidae","Promops","centralis","Promops centralis",-999,-3.53,-78.84
"8952",NA,NA,NA,NA,NA,-999,15.5,47.29,-999,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,-999,-999,-999,3.79,-999,-999,-999,-999,-999,-999,2,3,-999,-999,-999,"197;890;1432;1658;2151;2622;2655",-999,-999,-999,-999,8264474,10.84,-33.21,NA,-41.85,-81.35,NA,0,11.88,0,0.11,137.94,224.26,1238.1,1469.52,"Chiroptera","Molossidae","Promops","nasutus","Promops nasutus",-999,-11.18,-61.6
"8953",NA,NA,NA,NA,NA,1,2420,-999,510,-999,-999,-999,-999,2,-999,-999,1,-999,-999,NA,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,-999,-999,-999,"95;1297;1601;2655;2656",-999,-999,-999,-999,172094,-25.82,-32.88,NA,32.9,27.7,NA,7,72.78,10,0.11,70.4,164.41,978.38,1193.56,"Lagomorpha","Leporidae","Pronolagus","crassicaudatus","Pronolagus crassicaudatus",-999,-29.35,30.3
"8954",NA,NA,NA,NA,NA,1,2380,-999,459.99,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,NA,1.05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"95;1297;1601;2655",-999,-999,-999,-999,680369,-13.06,-27.58,NA,33.13,12.22,NA,0,26.41,0,0.09,40.88,184.58,581.38,1319.17,"Lagomorpha","Leporidae","Pronolagus","randensis","Pronolagus randensis",-999,-20.32,22.68
"8955",NA,NA,NA,NA,NA,1,2250,-999,438.44,-999,-999,-999,-999,2,-999,-999,-999,-999,-999,NA,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,"95;1297;1600;1601;2655",-999,-999,-999,-999,1388368,1.29,-34.83,NA,36.29,15.55,NA,0,30.07,0,0.12,47.96,176.16,623.82,1255.86,"Lagomorpha","Leporidae","Pronolagus","rupestris","Pronolagus rupestris",-999,-16.77,25.92
"8956",NA,NA,NA,NA,NA,3,6600,-999,501.74,-999,1553.07,-999,-999,3,-999,152.08,2,0.21,0.24,NA,1,-999,-999,135,-999,5.66,-999,1460,4.95,2,2,1,254.61,-999,-999,"208;899;1046;1048;1261;1297;1544;1546;1547;1768;1848;2041;2151;2344;2493;2655;2986;3090",-999,0.77,-999,-999,53385,-12.69,-23.05,NA,50.02,46.73,NA,8,41.82,9,0.18,175.96,197.3,1342.59,1582.47,"Primates","Indridae","Propithecus","diadema","Propithecus diadema",745.2,-17.87,48.38
"8957",NA,NA,NA,NA,NA,3,3540,-999,475,-999,1642.5,-999,-999,4,-999,-999,2,0.07,-999,NA,-999,-999,-999,97.8,-999,65,-999,-999,4.1,2,2,1,151.14,-999,-999,"899;1048;1544;1545;1546;1547;1848;2041;2151;2344;2655",-999,-999,-999,-999,563,-12.93,-13.24,NA,49.79,49.53,NA,9,10.99,9,0.15,104.49,251.51,1149,1476,"Primates","Indridae","Propithecus","tattersalli","Propithecus tattersalli",-999,-13.08,49.66
"8958",NA,NA,NA,NA,NA,3,3650,-999,472.49,-999,1600.52,670,3350,3,-999,147.49,1,0.03,0.03,NA,1,1,247.2,103,-999,150,7.5,912.49,6.15,2,2,1,178.8,-999,-999,"208;511;543;730;899;1046;1048;1167;1261;1297;1544;1545;1546;1547;1848;2151;2344;2428;2429;2489;2493;2655;2986;3086",-999,-999,-999,-999,102413,-14.57,-25.58,NA,48.63,43.22,NA,2,12.72,3,0.18,85.4,239.98,881.86,1632.22,"Primates","Indridae","Propithecus","verreauxi","Propithecus verreauxi",365,-20.07,45.93
"8959",NA,NA,NA,NA,NA,-999,68.7,-999,113.23,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,"456;2655;2803",-999,-999,-999,-999,36320,-35.54,-37.9,NA,149.97,146.01,NA,1,3.83,1,0.04,63.74,105.79,676.23,926.28,"Rodentia","Muridae","Pseudomys","fumeus","Pseudomys fumeus",-999,-36.72,147.99
"8960",NA,NA,NA,NA,NA,-999,129,-999,166.51,-999,-999,-999,-999,-999,-999,35.56,-999,0.000492,0.000425,NA,2,-999,-999,7.25,-999,-999,-999,-999,-999,4,-999,-999,43.4,-999,150,"456;523;1176;1297;1573;2655;2803",-999,-999,-999,88,110003,-32.56,-42.97,NA,151.25,142.63,NA,0,27.95,1,0.03,66.31,116.44,638.04,898.51,"Rodentia","Muridae","Pseudomys","fuscus","Pseudomys fuscus",-999,-37.76,146.94
"8961",NA,NA,NA,NA,NA,-999,-999,-999,88.61,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,"2803",21.4,-999,-999,-999,28932,-10.69,-14.31,NA,142.86,133.95,NA,0,0.53,0,0.07,93.93,268.89,981.55,1828.39,"Rodentia","Muridae","Pseudomys","glaucus","Pseudomys glaucus",-999,-12.5,138.41
"8962",NA,NA,NA,NA,NA,-999,50,-999,108.92,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,"2655;2803",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Muridae","Pseudomys","gouldii","Pseudomys gouldii",-999,-999,-999
"8963",NA,NA,NA,NA,NA,-999,79.6,-999,110,-999,-999,83.79,79.8,-999,-999,27,-999,-999,-999,NA,2.91,-999,-999,4.27,-999,-999,-999,-999,-999,4,-999,-999,24.88,24,-999,"456;1297;1577;1822;2655;2803",-999,-999,-999,-999,273613,-15.75,-33.15,NA,153.63,145.01,NA,0,17.73,0,0.08,89.69,191.93,960.58,1495.69,"Rodentia","Muridae","Pseudomys","gracilicaudatus","Pseudomys gracilicaudatus",-999,-24.45,149.32
"8964",NA,NA,NA,NA,NA,-999,14.3,-999,82.22,-999,-999,23.3,12.2,-999,-999,31.5,-999,-999,-999,NA,2,-999,-999,-999,-999,-999,-999,79.68,-999,-999,-999,-999,30,-999,-999,"456;1297;1577;1822;2655;2811",-999,-999,-999,-999,3421132,-18.44,-31.03,NA,146.28,112.91,NA,0,0.04,0,0.01,20.96,217.17,287.72,1326.61,"Rodentia","Muridae","Pseudomys","hermannsburgensis","Pseudomys hermannsburgensis",-999,-24.73,129.59
"8965",NA,NA,NA,NA,NA,1,63.1,-999,129.08,15,-999,-999,-999,3,-999,32.2,1,0.00203,0.00183,NA,2.62,2,-999,5.34,-999,520,-999,239.06,-999,4,1,2,26.84,-999,-999,"838;1176;1297;2655;2803",-999,-999,-999,-999,42391,-40.74,-43.64,NA,148.35,144.6,NA,0,5.59,0,-0.01,71.57,102.51,611.02,780.19,"Rodentia","Muridae","Pseudomys","higginsi","Pseudomys higginsi",-999,-42.19,146.48
"8966",NA,NA,NA,NA,NA,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,14174,-18.08,-20.95,NA,136.8,135.2,NA,0,0,0,-999,31.54,247.62,420.04,1597.92,"Rodentia","Muridae","Pseudomys","johnsoni","Pseudomys johnsoni",-999,-19.52,136
"8967",NA,NA,NA,NA,NA,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,140283,-13.73,-18.96,NA,129.35,124.46,NA,0,0,0,-999,58.3,270.34,730.76,1766.75,"Rodentia","Muridae","Pseudomys","laborifex","Pseudomys laborifex",-999,-16.35,126.9
"8968",NA,NA,NA,NA,NA,-999,70.4,-999,101,-999,-999,-999,-999,-999,-999,24,-999,-999,-999,NA,2.99,-999,-999,-999,-999,-999,-999,88.54,-999,4,-999,-999,24.99,-999,95,"456;1297;1577;2655;2803",-999,-999,-999,27.5,982168,-11.11,-31.28,NA,139.1,115.3,NA,0,0.5,0,0.00345,58.99,260.29,686.66,1708.28,"Rodentia","Muridae","Pseudomys","nanus","Pseudomys nanus",-999,-21.2,127.2
"8969",NA,NA,NA,NA,NA,-999,16.8,-999,82.71,15,-999,-999,-999,-999,-999,31.52,-999,-999,-999,NA,4.21,4,-999,1.84,-999,-999,-999,106.25,-999,4,-999,-999,25.2,-999,-999,"456;1297;1568;1575;1577;1849;2655;2803",-999,-999,-999,-999,137360,-28.35,-42.28,NA,153.63,143.72,NA,0,54.46,1,0.03,75.67,141.25,692.66,1069.05,"Rodentia","Muridae","Pseudomys","novaehollandiae","Pseudomys novaehollandiae",33.5,-35.32,148.68
"8970",NA,NA,NA,NA,NA,1,34,-999,102.46,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,2.99,-999,-999,-999,-999,-999,-999,-999,-999,4,1,1,-999,-999,-999,"1015;2655;2803",-999,-999,-999,-999,62370,-31.93,-34.62,NA,121.87,117.74,NA,0,0.2,0,0,46.35,151.38,407.92,1032.39,"Rodentia","Muridae","Pseudomys","occidentalis","Pseudomys occidentalis",-999,-33.27,119.8
"8971",NA,NA,NA,NA,NA,-999,95,-999,160,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,"2655;2803",-999,-999,-999,-999,139911,-27.33,-35.38,NA,153.63,149.7,NA,1,62.05,1,0.08,81.84,157.91,764.71,1211.7,"Rodentia","Muridae","Pseudomys","oralis","Pseudomys oralis",-999,-31.35,151.67
"8972",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,71,-19.68,-19.77,NA,147.53,147.44,NA,1,2.5,1,0.16,89.5,222,1040,1623,"Rodentia","Muridae","Pseudomys","patrius","Pseudomys patrius",-999,-19.73,147.48
"8973",NA,NA,NA,NA,NA,-999,10.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"456;2655",-999,-999,-999,-999,4765,-30,-30.72,NA,151.03,150.25,NA,1,1.39,1,0,59.4,154.17,727.66,1147.21,"Rodentia","Muridae","Pseudomys","pilligaensis","Pseudomys pilligaensis",-999,-30.36,150.64
"8974",NA,NA,NA,NA,NA,-999,39.9,-999,106.63,-999,-999,-999,-999,2,-999,29.49,-999,-999,-999,NA,3.5,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,1,28.8,-999,-999,"899;1297;2803",-999,-999,-999,-999,42,-24.76,-24.98,NA,113.16,113.11,NA,0,0,0,-999,-999,-999,-999,-999,"Rodentia","Muridae","Pseudomys","praeconis","Pseudomys praeconis",-999,-24.87,113.13
"8975",NA,NA,NA,NA,NA,-999,72,-999,137.85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,2.99,1,-999,-999,-999,-999,-999,282.78,-999,4,-999,-999,-999,-999,-999,"456;1297;1577;2655;2803",-999,-999,-999,-999,45748,-32.42,-38.43,NA,142.58,118.36,NA,0,1.57,0,-0.01,50.51,144.43,441.02,1016.76,"Rodentia","Muridae","Pseudomys","shortridgei","Pseudomys shortridgei",-999,-35.42,130.47
"8976",NA,NA,NA,NA,NA,-999,1360000,-999,-999,-999,-999,-999,-999,2,-999,462,1,-999,-999,NA,0.97,-999,264,-999,-999,-999,50,3224.04,-999,-999,-999,3,547.5,-999,-999,"172;543;1297;2151;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Cetacea","Delphinidae","Pseudorca","crassidens","Pseudorca crassidens",-999,-999,-999
"8977",NA,NA,NA,NA,NA,-999,45.2,-999,129.99,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,1530,-999,-999,-999,-999,1,-999,-999,-999,-999,"730;890;1843;2655",-999,-999,-999,-999,478696,-11.88,-24.9,NA,-41.03,-67.01,NA,0,4.35,0,0.15,108.57,236.17,1174.05,1408.17,"Rodentia","Muridae","Pseudoryzomys","simplex","Pseudoryzomys simplex",-999,-18.39,-54.02
"8978",NA,NA,NA,NA,NA,-999,78.8,84.4,-999,-999,243.33,-999,-999,1,-999,125.46,1,-999,-999,NA,1,2,96,17.4,-999,-999,-999,219.32,5.5,-999,2,1,87.95,-999,-999,"1309;1314;1439;1658;1705;2017;2151;2655;2885",-999,-999,-999,-999,248720,19,5.01,NA,126.6,119.73,NA,19,235.4,32,0.09,199.19,241.88,1471.18,1731.81,"Chiroptera","Pteropodidae","Ptenochirus","jagori","Ptenochirus jagori",-999,12,123.16
"8979",NA,NA,NA,NA,NA,-999,47,69.5,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"1439;1658;2151;2655",-999,-999,-999,-999,103200,11.7,5.55,NA,126.6,121.89,NA,33,170.38,55,0.11,175.7,238.87,1567.81,1734.24,"Chiroptera","Pteropodidae","Ptenochirus","minor","Ptenochirus minor",-999,8.63,124.24
"8980",NA,NA,NA,NA,NA,-999,255,118,187.08,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,2,-999,-999,-999,-999,"978;1658;2017;2151;2655",-999,-999,-999,-999,440,-16.68,-17,NA,180,-180,NA,42,42,42,0.07,-999,-999,-999,-999,"Chiroptera","Pteropodidae","Pteralopex","acrodonta","Pteralopex acrodonta",-999,-16.84,-3.05e-05
"8981",NA,NA,NA,NA,NA,-999,570,165.49,262.71,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"406;1658;2151;2280;2655",-999,-999,-999,-999,7319,-5.12,-7.41,NA,157.55,154.58,NA,13,16.77,13,0.14,182.39,261.39,-999,-999,"Chiroptera","Pteropodidae","Pteralopex","anceps","Pteralopex anceps",-999,-6.27,156.07
"8982",NA,NA,NA,NA,NA,-999,487,142.59,207.68,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"978;1658;2151;2655",-999,-999,-999,-999,9345,-7.5,-9.94,NA,160.83,158.41,NA,13,13,13,0.18,195.19,261.82,-999,-999,"Chiroptera","Pteropodidae","Pteralopex","atrata","Pteralopex atrata",-999,-8.72,159.62
"8983",NA,NA,NA,NA,NA,-999,289,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,-999,"973;2151;2655",-999,-999,-999,-999,728,-9.57,-9.8,NA,160.26,159.81,NA,13,13,13,0.18,200,247.5,-999,-999,"Chiroptera","Pteropodidae","Pteralopex","pulchra","Pteralopex pulchra",-999,-9.68,160.04
"8984",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,264536,41.54,30.98,NA,142.07,129.55,NA,74,396.24,100,0.01,143.02,104.3,784.99,830.18,"Rodentia","Sciuridae","Pteromys","momonga","Pteromys momonga",-999,36.26,135.81
"8985",NA,NA,NA,NA,NA,1,143,-999,160.94,-999,-999,-999,-999,3,-999,28.22,1,0.05,0.05,NA,2.49,1.5,45.6,-999,-999,-999,-999,-999,-999,-999,2,2,-999,-999,-999,"511;543;1249;1297;1849;2655",-999,-999,-999,-999,13883154,72.05,37.01,NA,174.2,21.08,NA,0,21.77,0,-0.01,33.41,-59.39,313.15,349.87,"Rodentia","Sciuridae","Pteromys","volans","Pteromys volans",-999,54.53,97.64
