"","MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","X1.1_ActivityCycle","X5.1_AdultBodyMass_g","X8.1_AdultForearmLen_mm","X13.1_AdultHeadBodyLen_mm","X2.1_AgeatEyeOpening_d","X3.1_AgeatFirstBirth_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X6.1_DietBreadth","X7.1_DispersalAge_d","X9.1_GestationLen_d","X12.1_HabitatBreadth","X22.1_HomeRange_km2","X22.2_HomeRange_Indiv_km2","X14.1_InterbirthInterval_d","X15.1_LitterSize","X16.1_LittersPerYear","X17.1_MaxLongevity_m","X5.3_NeonateBodyMass_g","X13.2_NeonateHeadBodyLen_mm","X21.1_PopulationDensity_n.km2","X10.1_PopulationGrpSize","X23.1_SexualMaturityAge_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X12.2_Terrestriality","X6.2_TrophicLevel","X25.1_WeaningAge_d","X5.4_WeaningBodyMass_g","X13.3_WeaningHeadBodyLen_mm","References","X5.5_AdultBodyMass_g_EXT","X16.2_LittersPerYear_EXT","X5.6_NeonateBodyMass_g_EXT","X5.7_WeaningBodyMass_g_EXT","X26.1_GR_Area_km2","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.1_HuPopDen_Min_n.km2","X27.2_HuPopDen_Mean_n.km2","X27.3_HuPopDen_5p_n.km2","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","MSW93_Order","MSW93_Family","MSW93_Genus","MSW93_Species","MSW93_Binomial","X14.1_InterBirthInterval_d","X26.4_GR_MRLat_dd","X26.7_GR_MRLong_dd"
"8876",NA,NA,NA,NA,NA,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,35.5,-999,-999,-999,NA,3.69,-999,-999,-999,-999,-999,-999,64.65,-999,-999,-999,-999,30,20,-999,"456;1244;1297;2361;2655",-999,-999,-999,-999,3922075,8.73,-12.55,NA,37.17,8.69,NA,0,30.03,1,0.13,131.74,235.23,1262.88,1548.96,"Rodentia","Muridae","Praomys","jacksoni","Praomys jacksoni",-999,-1.9,22.93
"8877",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,3908,-0.99,-1.66,NA,18.09,17.45,NA,9,10.5,9,0.23,151.83,260.16,1494.33,1561.33,"Rodentia","Muridae","Praomys","minor","Praomys minor",-999,-1.32,17.77
"8878",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,54954,0.95,-1.9,NA,28.84,25.35,NA,1,18.56,1,0.17,148,238.3,1530.76,1566.97,"Rodentia","Muridae","Praomys","misonnei","Praomys misonnei",-999,-0.47,27.1
"8879",NA,NA,NA,NA,NA,-999,41.8,-999,114.99,13.5,141.5,-999,-999,4,-999,36,-999,-999,-999,NA,3.32,-999,-999,2.69,-999,-999,-999,67.31,-999,-999,-999,2,29.83,-999,-999,"773;899;1297;2655",-999,-999,-999,-999,4792,4.84,4.07,NA,9.81,9.11,NA,39,99.26,39,0.13,285.75,240.49,1274,1587.26,"Rodentia","Muridae","Praomys","morio","Praomys morio",-999,4.46,9.46
"8880",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,6883,1.08,0.08,NA,26.07,25.25,NA,2,22.28,2,0.09,151.71,249.28,1540.14,1612.28,"Rodentia","Muridae","Praomys","mutoni","Praomys mutoni",-999,0.58,25.66
"8881",NA,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"-999",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Muridae","Praomys","rostratus","Praomys rostratus",-999,-999,-999
"8882",NA,NA,NA,NA,NA,1,37.1,-999,101.74,-999,114.83,-999,-999,-999,-999,23.93,1,0.00164,0.00147,NA,3.36,4,62.4,2.7,-999,1750,-999,49.81,-999,-999,1,-999,24.5,10.5,75,"543;730;904;1254;1256;1297;2655",-999,-999,-999,-999,1062894,13.51,-9.54,NA,16.58,-15.47,NA,1,78.19,2,0.11,151.1,250.21,1172.24,1524.06,"Rodentia","Muridae","Praomys","tullbergi","Praomys tullbergi",24,1.98,0.55
"8883",NA,NA,NA,NA,NA,3,6620,-999,510,-999,-999,-999,-999,3,-999,-999,1,0.13,0.13,NA,1.01,-999,-999,-999,-999,26,6.75,-999,7.05,-999,2,1,-999,-999,-999,"208;730;741;899;1297;1347;1544;1547;1848;2344;2655;2660;2986",-999,-999,-999,-999,42001,-5.87,-7.66,NA,108.56,105.2,NA,270,934.62,298,0.08,217.85,244.13,1588.52,1752.69,"Primates","Cercopithecidae","Presbytis","comata","Presbytis comata",-999,-6.77,106.88
"8884",NA,NA,NA,NA,NA,3,7000,-999,512.49,-999,-999,-999,-999,-999,-999,-999,-999,0.07,0.07,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1544;1848;2151;2655",-999,-999,-999,-999,285875,12.12,-2.7,NA,116.65,98.65,NA,2,101.46,5,0.12,228.5,253.63,1671.96,1777.19,"Primates","Cercopithecidae","Presbytis","femoralis","Presbytis femoralis",-999,4.7,107.65
"8885",NA,NA,NA,NA,NA,3,6160,-999,510,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1544;1547;1848;2655",-999,-999,-999,-999,203400,3.71,-4.18,NA,118.99,113.05,NA,1,24.51,2,0.22,249.94,240.76,1674.78,1709.51,"Primates","Cercopithecidae","Presbytis","frontata","Presbytis frontata",-999,-0.23,116.02
"8886",NA,NA,NA,NA,NA,3,6300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.21,0.2,NA,-999,-999,-999,-999,-999,4.49,-999,-999,7,-999,-999,-999,-999,-999,-999,"730;1544;1547;2344;2655;3102",-999,-999,-999,-999,196669,7.03,0.31,NA,119.26,113.74,NA,2,26.64,3,0.24,283.13,236.96,1702.22,1747.21,"Primates","Cercopithecidae","Presbytis","hosei","Presbytis hosei",-999,3.67,116.5
"8887",NA,NA,NA,NA,NA,3,6470,-999,504.99,-999,-999,-999,-999,1,-999,-999,-999,0.13,-999,NA,1.02,-999,192,-999,-999,59.3,14.5,-999,14,-999,-999,1,-999,-999,-999,"208;241;543;730;741;1297;1347;1544;1547;1848;2344;2655;2660;2748;2986",-999,-999,-999,-999,130403,-0.73,-5.94,NA,105.86,100.73,NA,25,94.67,36,0.17,278.5,247.03,1828.29,1857.75,"Primates","Cercopithecidae","Presbytis","melalophos","Presbytis melalophos",-999,-3.33,103.29
"8888",NA,NA,NA,NA,NA,3,6460,-999,510,-999,-999,-999,-999,-999,-999,-999,-999,0.13,0.12,NA,1.02,-999,-999,-999,-999,14.8,-999,-999,3.7,-999,-999,-999,-999,-999,-999,"741;1015;1544;1547;1848;2344;2655;2660;2986",-999,-999,-999,-999,6045,-0.91,-3.34,NA,100.47,98.58,NA,43,55.33,43,0.11,340,259,-999,-999,"Primates","Cercopithecidae","Presbytis","potenziani","Presbytis potenziani",-999,-2.13,99.52
"8889",NA,NA,NA,NA,NA,3,6410,-999,499.99,-999,-999,-999,-999,1,-999,-999,-999,0.51,0.49,NA,1.02,-999,-999,-999,-999,19.4,4.9,-999,6.5,-999,-999,1,-999,-999,-999,"208;730;741;1297;1347;1544;1547;1577;1848;2344;2655;2660;2986",-999,-999,-999,-999,674128,7.03,-4.18,NA,119.26,108.78,NA,1,24.14,3,0.19,259.49,243.44,1685,1718.98,"Primates","Cercopithecidae","Presbytis","rubicunda","Presbytis rubicunda",-999,1.42,114.02
"8890",NA,NA,NA,NA,NA,3,6690,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.09,0.09,NA,-999,-999,-999,-999,-999,27,7.5,-999,8,-999,-999,-999,-999,-999,-999,"730;741;1347;1544;1547;2344;2655",-999,-999,-999,-999,49763,5.65,3.26,NA,98.28,95.18,NA,30,90.77,37,0.1,145.84,250.53,1496.74,1689.88,"Primates","Cercopithecidae","Presbytis","thomasi","Presbytis thomasi",-999,4.45,96.73
"8891",NA,NA,NA,NA,NA,1,42700,-999,875,-999,-999,3027.73,45190,2,-999,124.4,2,3.23,3.16,NA,1.38,-999,180,113,-999,0.35,-999,285.32,1,-999,1,3,34.57,-999,-999,"199;543;730;889;890;899;905;1297;1822;1946;1947;2151;2649;2655",-999,-999,-999,-999,10006526,11.35,-29.89,NA,-44.35,-78.12,NA,0,9.21,0,0.12,156.5,242.69,1332.92,1513.92,"Xenarthra","Dasypodidae","Priodontes","maximus","Priodontes maximus",-999,-9.26,-61.24
"8892",NA,NA,NA,NA,NA,1,2790,-999,687.15,9.97,410.62,-999,-999,1,-999,65.28,1,1.88,1.62,NA,2.49,-999,180,87.6,-999,-999,-999,741.36,-999,-999,1,3,35.59,-999,-999,"543;1113;1297;1573;2655",-999,1.67,-999,-999,10202029,50.35,-8.84,NA,136.39,69.69,NA,0,219.45,5,0.08,125.74,169.1,961.97,1234.77,"Carnivora","Felidae","Prionailurus","bengalensis","Prionailurus bengalensis",164.43,20.75,103.04
"8893",NA,NA,NA,NA,NA,1,3530,-999,468.74,-999,-999,-999,-999,2,-999,56,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,1,-999,-999,8,1,2,-999,-999,-999,"1015;1113;2655",-999,-999,-999,-999,1100389,8.07,-5.94,NA,118.99,95.18,NA,1,74.58,4,0.15,240.65,250.3,1687.65,1744.28,"Carnivora","Felidae","Prionailurus","planiceps","Prionailurus planiceps",-999,1.06,107.09
"8894",NA,NA,NA,NA,NA,1,1420,-999,408.32,-999,-999,-999,-999,1,-999,-999,1,-999,-999,NA,2.49,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,-999,-999,-999,"1113;1297;2655",-999,-999,-999,-999,1372528,23.36,5.91,NA,86.43,69.78,NA,22,331.4,91,0.08,95.56,261.16,816.97,1548.99,"Carnivora","Felidae","Prionailurus","rubiginosus","Prionailurus rubiginosus",-999,14.64,78.1
"8895",NA,NA,NA,NA,NA,2,8830,-999,782.14,16,-999,-999,-999,1,-999,71.62,1,-999,-999,NA,2,-999,120,170,-999,-999,-999,-999,-999,-999,1,3,131.39,-999,-999,"1113;1297;2655",-999,-999,-999,-999,3546617,29.23,-8.64,NA,114.16,76.59,NA,1,246.55,10,0.09,160.45,233.96,1128.81,1475.35,"Carnivora","Felidae","Prionailurus","viverrinus","Prionailurus viverrinus",-999,10.29,95.38
"8896",NA,NA,NA,NA,NA,1,685,-999,401.46,-999,-999,-999,-999,6,-999,-999,1,-999,-999,NA,2.29,-999,128.4,40,-999,-999,-999,-999,-999,4,1,2,-999,-999,-999,"543;1113;1297;2655",-999,1.59,-999,-999,1202014,16.69,-8.78,NA,119.26,95.18,NA,1,172.11,4,0.12,236.46,249.83,1621.57,1750.87,"Carnivora","Viverridae","Prionodon","linsang","Prionodon linsang",182.5,3.95,107.22
"8897",NA,NA,NA,NA,NA,1,1140,-999,355.22,-999,-999,-999,-999,6,-999,-999,1,-999,-999,NA,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1113;1297;2655",-999,1.59,-999,-999,1096041,28.05,14.76,NA,109.03,86.78,NA,1,112.92,7,0.09,142.71,182.62,1077.59,1339.43,"Carnivora","Viverridae","Prionodon","pardicolor","Prionodon pardicolor",182.5,21.41,97.91
"8898",NA,NA,NA,NA,NA,-999,12.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,13175,5.41,4.27,NA,18.97,12.2,NA,3,25.6,3,0.19,131.99,250.08,1239.68,1513.75,"Rodentia","Muridae","Prionomys","batesi","Prionomys batesi",-999,4.84,15.58
"8899",NA,NA,NA,NA,NA,2,28100,-999,1245.58,-999,-999,-999,-999,1,-999,190.18,1,-999,-999,NA,1,-999,84,2900,-999,-999,-999,829.79,-999,-999,1,1,36.63,-999,-999,"511;543;1297;1525;1848;2042;2655;2670",-999,1.11,-999,-999,322171,49.45,42.09,NA,117.77,91.47,NA,0,1.55,1,0.03,23.87,6.27,281.7,520.8,"Artiodactyla","Bovidae","Procapra","gutturosa","Procapra gutturosa",365,45.77,104.62
"8900",NA,NA,NA,NA,NA,-999,23000,-999,980,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1848;2655",-999,-999,-999,-999,1936511,39.03,28.25,NA,102.5,77.75,NA,0,4.54,0,0.05,46.84,-57.52,330.86,761.43,"Artiodactyla","Bovidae","Procapra","picticaudata","Procapra picticaudata",-999,33.64,90.12
"8901",NA,NA,NA,NA,NA,-999,27500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,40688,37.9,36.23,NA,102.63,99.5,NA,4,59.89,4,0.07,27.29,-24.13,398.79,826.16,"Artiodactyla","Bovidae","Procapra","przewalskii","Procapra przewalskii",-999,37.06,101.06
"8902",NA,NA,NA,NA,NA,3,2950,-999,468.71,0,2190,780,2325,5,-999,231.24,2,0.00269,-999,NA,2.5,1,168,203,191.5,2720,47,423.06,17,6,2,1,90.69,500,-999,"543;658;1297;1355;1822;1848;1984;2151;2179;2466;2629;2655",-999,-999,-999,-999,24125345,35,-34.83,NA,57.7,-17.53,NA,0,31.59,0,0.12,64.24,236.32,673.95,1484,"Hyracoidea","Procaviidae","Procavia","capensis","Procavia capensis",365,0.08,20.08
"8903",NA,NA,NA,NA,NA,2,8430,-999,574.45,-999,1489.2,-999,-999,3,-999,151.46,1,0.43,0.49,NA,1,0.5,-999,-999,-999,132,33.6,1277.49,34,-999,2,2,778.84,-999,-999,"208;730;741;1015;1297;1347;1544;1547;1848;2151;2344;2463;2493;2655;2660",-999,-999,-999,-999,590235,15.04,4.35,NA,0.68,-16.82,NA,3,68.84,7,0.09,161.46,260.82,1122.36,1554.69,"Primates","Cercopithecidae","Procolobus","badius","Procolobus badius",660.65,9.69,-8.07
"8904",NA,NA,NA,NA,NA,3,9160,-999,569.99,-999,-999,-999,-999,4,-999,164.99,1,1.32,3.89,NA,1.02,-999,-999,-999,-999,300,35,-999,33.8,-999,2,1,-999,-999,-999,"741;899;1544;1848;2151;2344;2655;2748",-999,-999,-999,-999,1903392,5.72,-9.2,NA,39.57,5.08,NA,0,26.74,1,0.13,136.08,236.82,1377.69,1581.91,"Primates","Cercopithecidae","Procolobus","pennantii","Procolobus pennantii",-999,-1.73,22.33
"8905",NA,NA,NA,NA,NA,3,8910,-999,579.65,-999,-999,-999,-999,4,-999,195,2,0.4,-999,NA,1.01,-999,-999,-999,-999,-999,55,-999,40,-999,2,1,-999,-999,-999,"741;899;1544;1848;2151;2655",-999,-999,-999,-999,62034,6.79,3.54,NA,10.5,7.92,NA,9,116.08,13,0.1,227.62,242.07,1239.6,1556.76,"Primates","Cercopithecidae","Procolobus","preussi","Procolobus preussi",-999,5.17,9.21
"8906",NA,NA,NA,NA,NA,3,8070,-999,560,-999,-999,-999,-999,3,-999,195,1,0.05,-999,NA,1.01,-999,-999,-999,-999,220,16,-999,22.25,-999,2,1,-999,-999,-999,"741;899;1544;2151;2655;2660;2748",-999,-999,-999,-999,26953,-1.55,-3.6,NA,40.68,38.82,NA,2,28.03,2,0.18,61.11,267.82,930.74,1761.73,"Primates","Cercopithecidae","Procolobus","rufomitratus","Procolobus rufomitratus",-999,-2.58,39.75
"8907",NA,NA,NA,NA,NA,3,3980,-999,459.99,-999,-999,-999,-999,1,-999,167.96,-999,0.17,-999,NA,1.02,-999,-999,-999,-999,18.9,10,-999,6.3,-999,-999,1,-999,-999,-999,"208;730;741;1347;1544;1547;1848;2344;2655;2660;2986",-999,-999,-999,-999,130901,9.53,4.47,NA,7.41,-12.08,NA,3,66.61,8,0.07,186.89,252.88,1312.78,1560.68,"Primates","Cercopithecidae","Procolobus","verus","Procolobus verus",-999,7,-2.33
"8908",NA,NA,NA,NA,NA,1,6950,-999,606.32,21,-999,2779.8,6950,6,364.99,69.52,2,-999,-999,NA,2.62,-999,168,70,-999,5.82,-999,547.49,-999,-999,2,2,110.64,-999,-999,"367;543;730;890;1113;1297;1822;2151;2431;2655",-999,-999,-999,-999,12829315,12.46,-34.8,NA,-34.79,-83.56,NA,0,22.53,0,0.11,144.34,237.43,1261.87,1488.79,"Carnivora","Procyonidae","Procyon","cancrivorus","Procyon cancrivorus",-999,-11.16,-59.17
"8909",NA,NA,NA,NA,NA,1,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1113;2151",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Carnivora","Procyonidae","Procyon","gloveralleni","Procyon gloveralleni",-999,-999,-999
"8910",NA,NA,NA,NA,NA,1,-999,-999,579.83,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1113;2151",4790,-999,-999,-999,399,21.71,21.25,NA,-106.2,-106.66,NA,7,7,7,0,-999,-999,-999,-999,"Carnivora","Procyonidae","Procyon","insularis","Procyon insularis",-999,21.48,-106.43
"8911",NA,NA,NA,NA,NA,2,6370,-999,491.09,20.91,-999,2096.43,5496.86,6,317.5,64.99,2,4.63,4.13,NA,3.04,1,247,82.5,-999,3.29,-999,482.45,-999,6,2,2,89.91,1100,-999,"367;543;730;1113;1297;1573;1615;1728;1822;2151;2655",-999,-999,-999,-999,11703246,58.78,7.19,NA,-60.96,-127.89,NA,0,38.8,0,0.06,63.25,111.84,631.09,920.9,"Carnivora","Procyonidae","Procyon","lotor","Procyon lotor",365,32.99,-94.43
"8912",NA,NA,NA,NA,NA,1,-999,-999,462.19,-999,-999,-999,-999,3,-999,63,1,-999,-999,NA,3.5,-999,252,-999,-999,-999,-999,-999,-999,-999,1,2,120.19,-999,-999,"1015;1113;2151",2490,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Carnivora","Procyonidae","Procyon","maynardi","Procyon maynardi",-999,-999,-999
"8913",NA,NA,NA,NA,NA,1,-999,-999,-999,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1113;2151",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Carnivora","Procyonidae","Procyon","minor","Procyon minor",-999,-999,-999
"8914",NA,NA,NA,NA,NA,1,2960,-999,429.55,-999,-999,-999,-999,3,-999,-999,1,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,-999,-999,-999,"1113;2151;2655",-999,-999,-999,-999,491,20.59,20.26,NA,-86.73,-87.02,NA,7,67.63,7,0.35,123,256,1377,1471,"Carnivora","Procyonidae","Procyon","pygmaeus","Procyon pygmaeus",-999,20.42,-86.87
"8915",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,60928,-10.86,-13.84,NA,-37.72,-40.36,NA,16,158.75,18,0.08,107.94,236.31,1175.51,1511.97,"Rodentia","Echimyidae","Proechimys","albispinus","Proechimys albispinus",-999,-12.35,-39.04
"8916",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,148840,4.09,0.2,NA,-63.05,-67.62,NA,0,0.21,0,0.5,232.68,241.08,1663.34,1670.29,"Rodentia","Echimyidae","Proechimys","amphichoricus","Proechimys amphichoricus",-999,2.14,-65.33
"8917",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,511188,-10.48,-19.78,NA,-59.38,-68.14,NA,0,4.65,0,0.16,107.49,234.9,1242.57,1480.74,"Rodentia","Echimyidae","Proechimys","bolivianus","Proechimys bolivianus",-999,-15.13,-63.76
"8918",NA,NA,NA,NA,NA,1,285,-999,-999,-999,-999,-999,-999,4,-999,-999,1,0.00496,0.0046,NA,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,2,-999,-999,-999,"31;905;2655",-999,-999,-999,-999,830199,-5.42,-15.63,NA,-61.3,-76.51,NA,0,3.03,0,0.18,170.11,243.49,1389.71,1554.6,"Rodentia","Echimyidae","Proechimys","brevicauda","Proechimys brevicauda",-999,-10.53,-68.91
"8919",NA,NA,NA,NA,NA,-999,313,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"19;2655",-999,-999,-999,-999,51317,11.55,8.66,NA,-71.92,-75.17,NA,7,118.39,7,0.13,56.41,249.42,1367.33,1756.89,"Rodentia","Echimyidae","Proechimys","canicollis","Proechimys canicollis",-999,10.1,-73.54
"8920",NA,NA,NA,NA,NA,1,315,-999,220.49,-999,208,-999,-999,4,-999,63.5,2,0.00105,0.000965,NA,2.39,-999,57.6,24.7,-999,952,-999,-999,-999,-999,1,2,28,-999,-999,"31;543;730;890;921;1297;2458;2655",-999,2.67,-999,-999,3070983,8.63,-7.83,NA,-41.64,-70.02,NA,0,5.74,0,0.11,164.57,251.25,1440.63,1657.97,"Rodentia","Echimyidae","Proechimys","cayennensis","Proechimys cayennensis",66,0.39,-55.83
"8921",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","chrysaeolus","Proechimys chrysaeolus",-999,-999,-999
"8922",NA,NA,NA,NA,NA,1,340,-999,-999,-999,-999,-999,-999,4,-999,-999,1,0.00452,0.0039,NA,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,1,2,-999,-999,-999,"905;1573;2655",-999,-999,-999,-999,2411713,6.33,-8.77,NA,-47.34,-78.81,NA,0,3.86,0,0.1,189.44,256.56,1477.63,1590.39,"Rodentia","Echimyidae","Proechimys","cuvieri","Proechimys cuvieri",-999,-1.22,-63.08
"8923",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,74965,1.36,-4.98,NA,-78.47,-81.35,NA,0,82.61,0,0.11,96.5,238.33,994.24,1448.74,"Rodentia","Echimyidae","Proechimys","decumanus","Proechimys decumanus",-999,-1.8,-79.91
"8924",NA,NA,NA,NA,NA,-999,168,-999,197.99,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2264;2655",-999,-999,-999,-999,63706,-21.18,-23.88,NA,-41.04,-46.18,NA,34,423.15,39,0.04,135.72,188.36,1218.2,1398.12,"Rodentia","Echimyidae","Proechimys","dimidiatus","Proechimys dimidiatus",-999,-22.53,-43.61
"8925",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,591333,-1.52,-12.62,NA,-53.82,-71.33,NA,0,3.12,0,0.13,176.87,254.55,1433.09,1605.1,"Rodentia","Echimyidae","Proechimys","goeldii","Proechimys goeldii",-999,-7.07,-62.58
"8926",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,12,3,2.93,NA,-78.16,-78.2,NA,12,19.5,12,0.13,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","gorgonae","Proechimys gorgonae",-999,2.97,-78.18
"8927",NA,NA,NA,NA,NA,1,349,-999,-999,-999,-999,-999,-999,2,-999,63,1,0.00604,0.00531,NA,2.7,4.4,-999,26.2,-999,395,-999,62.78,1,-999,1,1,10.18,-999,-999,"31;730;905;1297;1594;1627;2151;2159;2458;2655",-999,-999,-999,-999,201472,11.52,6.37,NA,-61.84,-72.61,NA,3,103.54,6,0.12,98.28,248.46,1275.26,1753.78,"Rodentia","Echimyidae","Proechimys","guairae","Proechimys guairae",-999,8.95,-67.22
"8928",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,65474,0.35,-2.76,NA,-75.33,-77.75,NA,1,4.66,1,0.16,238.79,277.58,1370.79,1374.64,"Rodentia","Echimyidae","Proechimys","gularis","Proechimys gularis",-999,-1.2,-76.54
"8929",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.00365,0.0033,NA,-999,-999,-999,-999,-999,300,-999,-999,-999,-999,-999,-999,-999,-999,-999,"31;2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","hendeei","Proechimys hendeei",-999,-999,-999
"8930",NA,NA,NA,NA,NA,-999,285,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2655",-999,-999,-999,-999,-999,-999,-999,NA,-999,-999,NA,-999,-999,-999,-999,-999,-999,-999,-999,"Rodentia","Echimyidae","Proechimys","hoplomyoides","Proechimys hoplomyoides",-999,-999,-999
