"","Parasite","genus","year","hs","first"
"79662","Hartertia obesa","Hartertia",1915,0,"not the first"
"79693","Procyrnea zorillae","Procyrnea",1919,6,"not the first"
"79720","Spauligodon saxicolae","Spauligodon",1961,0,"not the first"
"79740","Spirura arali","Spirura",1961,2,"not the first"
"79744","Suncinema turkmenica","Suncinema",1991,2,"exclude"
"79748","Thelazia leesei","Thelazia",1910,1,"not the first"
"79749","Thubunaea schukurovi","Thubunaea",1973,0,"not the first"
"79886","Acuaria parorioli","Acuaria",1961,1,"not the first"
"79889","Acuaria subula","Acuaria",1845,1,"not the first"
"79890","Agfa tauricus","Agfa",1991,1,"not the first"
"79894","Ancyracanthopsis petrovi","Ancyracanthopsis",1950,1,"not the first"
"79895","Angiostoma kimmeriensis","Angiostoma",1991,0,"not the first"
"79918","Capillaria murisnitedula","Capillaria",NA,1,"not the first"
"79921","Capreolagia antipini","Capreolagia",1957,0,"not the first"
"79922","Capreolagia skrjabini","Capreolagia",1954,0,"first"
"79975","Cylicostephanus hybridus","Cylicostephanus",1920,1,"not the first"
"79980","Cylicotetrapedon asymmetricus","Cylicotetrapedon",1923,1,"first"
"79981","Cylicotetrapedon bidentatus","Cylicotetrapedon",1925,1,"not the first"
"79986","Dicelis kimmeriensis","Dicelis",1993,0,"first"
"79988","Dictyocaulus pandionis","Dictyocaulus",1939,1,"not the first"
"79993","Echinuria pamirica","Echinuria",1965,1,"not the first"
"80008","Entomelas kazachstanica","Entomelas",NA,0,"not the first"
"80009","Eucoleus bernardi","Eucoleus",1983,1,"not the first"
"80026","Hexadontophorus ophisauri","Hexadontophorus",NA,0,"exclude"
"80027","Ingliseria circohamata","Ingliseria",1888,2,"exclude"
"80032","Longistriata dalrymplei","Longistriata",1935,2,"not the first"
"80058","Molinostrongylus tipula","Molinostrongylus",1873,1,"first"
"80061","Ovomermis albicans","Ovomermis",NA,0,"exclude"
"80100","Pterygodermatites bovieri","Pterygodermatites",1886,2,"first"
"80104","Rhabdias dossei","Rhabdias",NA,1,"not the first"
"80114","Romanomermis nielseni","Romanomermis",NA,5,"not the first"
"80142","Skrjabinoclava longifuniculata","Skrjabinoclava",1952,1,"not the first"
"80173","Strongyloides darevskyi","Strongyloides",1976,0,"not the first"
"80176","Strongyloides rostombekowi","Strongyloides",1941,1,"not the first"
"80177","Syncuaria contorta","Syncuaria",1858,1,"first"
"80193","Thominx neopulchra","Thominx",1954,2,"not the first"
"80225","Agamascaris odontocephala","Agamascaris",NA,1,"exclude"
"80227","Alaeuris brevicollis","Alaeuris",1927,1,"not the first"
"80231","Alaeuris longicollis","Alaeuris",1927,1,"not the first"
"80239","Alaeuris venustus","Alaeuris",1856,1,"first"
"80297","Angiostoma plethodontis","Angiostoma",1933,2,"not the first"
"80377","Ascaris scaphirhynchi","Ascaris",1924,0,"not the first"
"80381","Ascarophis globosa","Ascarophis",NA,0,"not the first"
"80385","Atractis carolinae","Atractis",1932,1,"not the first"
"80535","Bulbodacnitis globosa","Bulbodacnitis",NA,0,"not the first"
"80536","Bulbodacnitis scotti","Bulbodacnitis",1935,0,"first"
"80704","Cardianema cistudinis","Cardianema",1856,1,"exclude"
"80717","Cephaloboides rotundus","Cephaloboides",1974,1,"exclude"
"80923","Cruzia testudines","Cruzia",1932,1,"not the first"
"80987","Dirofilaria fausti","Dirofilaria",1948,1,"not the first"
"80988","Dirofilaria hystrix","Dirofilaria",1929,0,"not the first"
"81008","Dirofilaria louisianensis","Dirofilaria",1941,1,"not the first"
"81020","Dirofilaria uniformis","Dirofilaria",1957,3,"not the first"
"81109","Eustrongylides rubrum","Eustrongylides",1892,1,"not the first"
"81147","Falcaustra washingtonensis","Falcaustra",2001,1,"not the first"
"81151","Filaria serrata","Filaria",1892,1,"not the first"
"81172","Goezia lacerticola","Goezia",1979,1,"not the first"
"81173","Goezia minuta","Goezia",1935,2,"not the first"
"81230","Hepaticola bakeri","Hepaticola",1932,0,"not the first"
"81291","Hystrignathus rigidus","Hystrignathus",1850,0,"first"
"81304","Leidynema socialis","Leidynema",1850,0,"first"
"81319","Longistriata adunca","Longistriata",1932,1,"not the first"
"81385","Mesorhabditis longistomis","Mesorhabditis",1974,1,"exclude"
"81417","Monodontus louisianensis","Monodontus",NA,1,"not the first"
"81437","Nematodirus antilocaprae","Nematodirus",1927,1,"not the first"
"81463","Nematodirus leporis","Nematodirus",NA,1,"not the first"
"81478","Nematodirus oiratianus","Nematodirus",NA,10,"not the first"
"81547","Ornithocapillaria quiscali","Ornithocapillaria",1949,0,"not the first"
"81578","Ostertagia kazakhstanica","Ostertagia",NA,1,"not the first"
"81611","Ostertagia ostertagi/lyrata","Ostertagia",NA,1,"not the first"
"81696","Parasitorhabditis gracilis","Parasitorhabditis",1974,0,"not the first"
"81697","Parasitorhabditis hastulus","Parasitorhabditis",1974,1,"not the first"
"81698","Parasitorhabditis hylurgi","Parasitorhabditis",1974,1,"not the first"
"81699","Parasitorhabditis ipini","Parasitorhabditis",1974,2,"not the first"
"81701","Parasitorhabditis masseyi","Parasitorhabditis",1960,0,"not the first"
"81702","Parasitorhabditis terebranus","Parasitorhabditis",1974,0,"not the first"
"81703","Parasitorhabditis thornei","Parasitorhabditis",1976,0,"not the first"
"81896","Physaloptera terrapenis","Physaloptera",1941,1,"not the first"
"81946","Pseudostertagia bullosa","Pseudostertagia",NA,3,"exclude"
"81971","Rhabdias ambystomae","Rhabdias",2001,3,"not the first"
"82040","Rhabditonema fastidiosa","Rhabditonema",1971,0,"exclude"
"82066","Rhabpanus ossiculum","Rhabpanus",1971,0,"exclude"
"82077","Rictularia ondatrae","Rictularia",1941,1,"not the first"
"82103","Sciurodendrium gardneri","Sciurodendrium",1994,1,"not the first"
"82290","Spironoura chelydrae","Spironoura",1932,1,"not the first"
"82292","Spironoura cryptobranchi","Spironoura",1930,1,"not the first"
"82294","Spiroxys constricta","Spiroxys",1856,1,"not the first"
"82311","Spiroxys hectographi","Spiroxys",1957,1,"not the first"
"82442","Synhimantus longigutturatus","Synhimantus",1942,1,"not the first"
"82547","Thelastoma attenuatum","Thelastoma",1849,1,"not the first"
"82550","Thelastoma labiatum","Thelastoma",1850,0,"not the first"
"82552","Thelastoma robustum","Thelastoma",1850,1,"not the first"
"82782","Abbreviata kazachstanica","Abbreviata",NA,0,"not the first"
"82785","Abbreviata turcomanica","Abbreviata",1956,0,"not the first"
"82786","Abbreviata turkomanica","Abbreviata",1956,0,"not the first"
"82787","Abbreviata uzbekistanica","Abbreviata",1955,1,"not the first"
"82809","Cosmocerca timofejevoi","Cosmocerca",1950,0,"not the first"
"82811","Diplotriaena pavlovskyi","Diplotriaena",1940,0,"not the first"
"82814","Foleyella duboisi","Foleyella",1916,0,"not the first"
"82815","Gastromermis boophthorae","Gastromermis",NA,0,"not the first"
"82816","Gongylonema mesasiatica","Gongylonema",1961,1,"not the first"
"82865","Heligmosomoides ryjikovi","Heligmosomoides",NA,1,"not the first"
"82868","Litomosa skarbilovitschi","Litomosa",1954,2,"not the first"
"82877","Microtetrameres corax","Microtetrameres",1953,0,"not the first"
"82887","Oxynema numidica","Oxynema",1915,2,"first"
"82927","Sarconema anseris","Sarconema",1963,1,"not the first"
"82929","Spauligodon eremiasin","Spauligodon",NA,0,"not the first"
"82930","Spauligodon paraskiffi","Spauligodon",NA,2,"not the first"
"84073","Capillaria pachykeramota","Capillaria",1856,1,"not the first"
"84097","Cephalobellus granatensis","Cephalobellus",1955,0,"not the first"
"85009","Cloacina cunctabunda","Cloacina",2002,1,"not the first"
"85013","Dorcopsinema mbaiso","Dorcopsinema",1997,1,"not the first"
"85015","Mackerrastrongylus biakensis","Mackerrastrongylus",1997,1,"not the first"
"85016","Macropostrongyloides dendrolagi","Macropostrongyloides",1997,2,"not the first"
"85018","Mbaisonema coronatum","Mbaisonema",1997,1,"exclude"
"85115","Amidostomoides orientale","Amidostomoides",1959,2,"first"
"85118","Cucullanus lebedevi","Cucullanus",NA,0,"not the first"
"85124","Skrjabinema chubuki","Skrjabinema",1968,1,"not the first"
"85125","Tetrameres numenii","Tetrameres",1963,1,"not the first"
"85151","Capillaria gallinae","Capillaria",1982,2,"not the first"
"85180","Filochona sulaki","Filochona",NA,3,"exclude"
"85208","Protostrongylus raillieti","Protostrongylus",1933,1,"not the first"
"85228","Skrjabinema caprae","Skrjabinema",1959,1,"not the first"
"85244","Thelastoma euscorpii","Thelastoma",2002,0,"not the first"
"85253","Trichostrongylus suis","Trichostrongylus",NA,1,"not the first"
"85420","Amira rhinocerotis","Amira",NA,1,"exclude"
"85441","Cithariniella petterae","Cithariniella",1974,1,"not the first"
"85442","Cobboldina vivipara","Cobboldina",1910,1,"exclude"
"85451","Cooperia africana","Cooperia",1932,1,"not the first"
"85452","Cooperia chabaudi","Cooperia",NA,0,"not the first"
"85453","Cooperia connochaeti","Cooperia",NA,2,"not the first"
"85496","Crossophorus collaris","Crossophorus",1828,1,"exclude"
"85502","Cylindropharynx ornata","Cylindropharynx",1924,0,"exclude"
"85505","Dipetalonema loxodontis","Dipetalonema",1939,1,"not the first"
"85510","Filaria gossi","Filaria",1923,1,"not the first"
"85516","Grammocephalus clathratus","Grammocephalus",1868,1,"first"
"85536","Haemonchus krugeri","Haemonchus",1964,2,"not the first"
"85556","Impalaia taurotragi","Impalaia",1936,3,"not the first"
"85566","Khalilia rhinocerotis","Khalilia",1924,1,"exclude"
"85567","Khalilia sameera","Khalilia",NA,1,"exclude"
"85568","Kiluluma africana","Kiluluma",1924,1,"not the first"
"85569","Kiluluma cylindrica","Kiluluma",NA,2,"not the first"
"85571","Kiluluma goodeyi","Kiluluma",1925,1,"not the first"
"85572","Kiluluma macdonaldi","Kiluluma",1924,1,"not the first"
"85573","Kiluluma pachyderma","Kiluluma",1924,1,"not the first"
"85574","Kiluluma rhinocerotis","Kiluluma",1924,2,"not the first"
"85576","Kiluluma solitaria","Kiluluma",1924,1,"not the first"
"85577","Leiperenia moreli","Leiperenia",NA,1,"exclude"
"85583","Mammomonogamus hippopotami","Mammomonogamus",1924,1,"not the first"
"85584","Monodontella giraffae","Monodontella",1926,0,"exclude"
"85598","Oesophagostomum eurycephalum","Oesophagostomum",NA,2,"not the first"
"85600","Oesophagostomum mpwapwae","Oesophagostomum",1947,1,"not the first"
"85601","Oesophagostomum multifoliatum","Oesophagostomum",1932,2,"not the first"
"85607","Oesophagostomum oldi","Oesophagostomum",1924,1,"not the first"
"85610","Oesophagostomum roscoei","Oesophagostomum",NA,0,"not the first"
"85611","Oesophagostomum simpsoni","Oesophagostomum",1924,2,"not the first"
"85613","Oesophagostomum walkeri","Oesophagostomum",1932,3,"not the first"
"85616","Oesophagostomum yorkei","Oesophagostomum",1924,1,"not the first"
"85619","Oxyuris karamoja","Oxyuris",1929,1,"not the first"
"85620","Parabronema africanum","Parabronema",1921,1,"first"
"85621","Parabronema rhodesiense","Parabronema",1926,1,"not the first"
"85623","Parasubulura gerardi","Parasubulura",1938,1,"exclude"
"85624","Physaloptera canis","Physaloptera",NA,3,"not the first"
"85633","Primasubulura otolicni","Primasubulura",1890,1,"not the first"
"85635","Pygarginema africana","Pygarginema",1956,1,"not the first"
"85636","Quilonia africana","Quilonia",1921,1,"exclude"
"85667","Setaria yorkei","Setaria",1927,1,"not the first"
"85668","Skrjabinodera kuelzii","Skrjabinodera",NA,2,"exclude"
"85679","Strongylus tremletti","Strongylus",1962,1,"not the first"
"85698","Trichostrongylus hamatus","Trichostrongylus",NA,1,"not the first"
"85700","Trichuris barbertonensis","Trichuris",NA,2,"not the first"
"85710","Troglostrongylus subcrenatus","Troglostrongylus",1913,0,"first"
"85712","Acanthochasmus inerme","Acanthochasmus",NA,1,"exclude"
"85713","Allopodocotyle pedicellata","Allopodocotyle",1887,3,"first"
"85714","Anisocladium fallax","Anisocladium",1819,2,"first"
"85716","Anisocoelium capitellatum","Anisocoelium",1819,3,"exclude"
"85719","Aponurus laguncula","Aponurus",1907,23,"first"
"85720","Bacciger bacciger","Bacciger",1819,10,"first"
"85725","Bacciger israelensis","Bacciger",1980,1,"not the first"
"85726","Bucephalus anguillae","Bucephalus",2002,4,"not the first"
"85731","Bucephalus margaritae","Bucephalus",1934,2,"not the first"
"85732","Bucephalus polymorphus","Bucephalus",1827,24,"first"
"85733","Calycodes anthos","Calycodes",1899,4,"first"
"85734","Derogenes latus","Derogenes",1953,3,"not the first"
"85736","Derogenes varicus","Derogenes",1784,163,"first"
"85737","Deropristis inflata","Deropristis",1859,7,"first"
"85738","Dicrogaster contractus","Dicrogaster",1902,4,"first"
"85739","Diphterostomum brusinae","Diphterostomum",1889,15,"first"
"85742","Dolichoenterum longissimum","Dolichoenterum",1924,3,"first"
"85743","Ectenurus lepidus","Ectenurus",1907,12,"first"
"85744","Enodiotrema megachondrus","Enodiotrema",1901,3,"first"
"85745","Gymnophallus fossarum","Gymnophallus",1965,2,"not the first"
"85746","Haplocladus typicus","Haplocladus",1911,4,"exclude"
"85747","Haploporus benedenii","Haploporus",1887,4,"first"
"85749","Helicometra fasciata","Helicometra",1819,61,"first"
"85754","Hemiurus communis","Hemiurus",1905,34,"not the first"
"85755","Holorchis pycnoporus","Holorchis",1901,12,"not the first"
"85757","Lasiotocus mulli","Lasiotocus",1883,2,"first"
"85758","Lecithaster atherinae","Lecithaster",1988,1,"not the first"
"85760","Lecithaster confusus","Lecithaster",1905,19,"not the first"
"85762","Lecithaster stellatus","Lecithaster",1906,30,"not the first"
"85764","Lecithochirium musculus","Lecithochirium",1907,5,"not the first"
"85767","Lecithochirium rufoviride","Lecithochirium",1819,18,"first"
"85769","Lepidapedon elongatum","Lepidapedon",1908,39,"not the first"
"85770","Lepidauchen stenostoma","Lepidauchen",1913,7,"first"
"85774","Lepocreadium album","Lepocreadium",1890,7,"first"
"85775","Lintonium vibex","Lintonium",1905,7,"first"
"85776","Lomasoma wardi","Lomasoma",1934,7,"first"
"85777","Monascus filiformis","Monascus",1819,11,"first"
"85778","Monorchis monorchis","Monorchis",1890,14,"first"
"85782","Opechona bacillaris","Opechona",1859,35,"first"
"85783","Opecoeloides furcatus","Opecoeloides",1819,4,"first"
"85785","Orchidasma amphiorchis","Orchidasma",1899,4,"first"
"85786","Orophocotyle divergens","Orophocotyle",1902,0,"not the first"
"85787","Orophocotyle planci","Orophocotyle",1899,1,"first"
"85788","Pachypsolus irroratus","Pachypsolus",1819,2,"first"
"85789","Plesiochorus cymbiformis","Plesiochorus",1819,3,"first"
"85791","Pleurogonius trigonocephalus","Pleurogonius",1809,2,"first"
"85792","Podocotyle atomon","Podocotyle",1802,70,"first"
"85794","Proctoeces maculatus","Proctoeces",1901,41,"first"
"85797","Proctotrema bacilliovatum","Proctotrema",1911,2,"exclude"
"85799","Prosorhynchus crucibulum","Prosorhynchus",1819,24,"first"
"85800","Rhytidodes gelatinosus","Rhytidodes",1819,3,"first"
"85802","Saccocoelium obesum","Saccocoelium",1902,4,"first"
"85805","Saccocoelium tensum","Saccocoelium",1902,4,"first"
"85807","Sclerodistomum italicum","Sclerodistomum",1893,4,"first"
"85808","Stephanostomum bicoronatum","Stephanostomum",1883,25,"not the first"
"85809","Stephanostomum caducum","Stephanostomum",1901,3,"not the first"
"85810","Stephanostomum cesticillum","Stephanostomum",1858,12,"not the first"
"85811","Stephanostomum minutum","Stephanostomum",1901,1,"not the first"
"85812","Sterrhurus musculus","Sterrhurus",1907,10,"first"
"85814","Synaptobothrium caudiporum","Synaptobothrium",1819,9,"first"
"85815","Tergestia acanthocephala","Tergestia",1887,7,"not the first"
"85817","Timoniella imbutiforme","Timoniella",1859,5,"first"
"85818","Holorchis legendrei","Holorchis",1946,14,"not the first"
"85825","Fischoederius cobboldi","Fischoederius",1883,7,"first"
"85826","Prosthodendrium minus","Prosthodendrium",1971,2,"not the first"
"85827","Schistosoma haematobium","Schistosoma",1852,2,"first"
"85828","Schistosoma mansoni","Schistosoma",NA,21,"not the first"
"85829","Allocreadium lucyae","Allocreadium",1992,1,"not the first"
"85830","Alloglossidium corti","Alloglossidium",1921,10,"first"
"85831","Apophallus venustus","Apophallus",1920,13,"not the first"
"85832","Azygia longa","Azygia",1851,14,"not the first"
"85833","Baschkirovitrema incrassatum","Baschkirovitrema",1850,4,"exclude"
"85834","Bucephaloides pusillus","Bucephaloides",1937,1,"not the first"
"85835","Clinostomum marginatum","Clinostomum",1819,44,"not the first"
"85836","Crepidostomum cooperi","Crepidostomum",1934,35,"not the first"
"85840","Enhydridiplostomum alarioides","Enhydridiplostomum",1937,1,"exclude"
"85841","Hasstilesia tricolor","Hasstilesia",1894,8,"first"
"85842","Homalometron armatum","Homalometron",1895,6,"not the first"
"85843","Neochasmus ictaluri","Neochasmus",1953,1,"not the first"
"85844","Nudacotyle novicia","Nudacotyle",1916,4,"first"
"85845","Pisciamphistoma stunkardi","Pisciamphistoma",1929,11,"first"
"85846","Polylekithum ictaluri","Polylekithum",1924,4,"first"
"85847","Posthodiplostomum minimum","Posthodiplostomum",1921,114,"not the first"
"85869","Alaria americana","Alaria",1918,12,"not the first"
"85871","Alaria marcianae","Alaria",1917,18,"not the first"
"85872","Alaria mustelae","Alaria",1931,14,"not the first"
"85874","Brachylaima fuscatus","Brachylaima",1819,24,"not the first"
"85875","Brachylaima rauschi","Brachylaima",1950,2,"not the first"
"85877","Catatropis verrucosa","Catatropis",1789,19,"first"
"85878","Cotylurus cornutus","Cotylurus",1808,34,"not the first"
"85882","Crepidostomum farionis","Crepidostomum",1780,42,"first"
"85885","Cryptocotyle lingua","Cryptocotyle",1825,81,"first"
"85887","Cyclocoelum mutabile","Cyclocoelum",1800,19,"first"
"85889","Cyclocoelum tringae","Cyclocoelum",1902,4,"not the first"
"85891","Echinoparyphium aconiatum","Echinoparyphium",1909,15,"not the first"
"85892","Echinoparyphium recurvatum","Echinoparyphium",1873,60,"not the first"
"85895","Echinostoma callawayensis","Echinostoma",1915,2,"not the first"
"85896","Leucochloridium actitis","Leucochloridium",1932,6,"not the first"
"85898","Lyperosomum lari","Lyperosomum",1917,2,"not the first"
"85899","Maritrema afanassjewi","Maritrema",1952,1,"not the first"
"85900","Microphallus enhydrae","Microphallus",1951,1,"not the first"
"85901","Microphallus pirum","Microphallus",NA,7,"not the first"
"85902","Notocotylus attenuatus","Notocotylus",1809,43,"first"
"85903","Notocotylus filamentis","Notocotylus",1915,1,"not the first"
"85904","Pachytrema calculus","Pachytrema",1907,10,"first"
"85905","Paralecithodendrium macnabi","Paralecithodendrium",1936,3,"not the first"
"85906","Parorchis avitus","Parorchis",1914,4,"not the first"
"85907","Parvatrema affinis","Parvatrema",1913,10,"first"
"85908","Phocitrema fusiforme","Phocitrema",1930,3,"exclude"
"85909","Plagioglyphe fastuosus","Plagioglyphe",1924,3,"first"
"85910","Plagiorchis elegans","Plagiorchis",1802,60,"first"
"85912","Plagiorchis marii","Plagiorchis",1920,5,"not the first"
"85916","Plagiorchis massino","Plagiorchis",1927,1,"not the first"
"85917","Plagiorchis morosovi","Plagiorchis",1946,1,"not the first"
"85918","Plagiorchis nanus","Plagiorchis",1802,19,"first"
"85921","Plagiorchis ovoidalis","Plagiorchis",1959,5,"not the first"
"85926","Plagiorchis proximus","Plagiorchis",1915,6,"not the first"
"85927","Pricetrema zalophi","Pricetrema",1932,7,"first"
"85928","Prosthodendrium alaskensis","Prosthodendrium",1962,1,"not the first"
"85929","Quinqueserialis quinqueserialis","Quinqueserialis",1911,7,"first"
"85932","Renicola kemahuri","Renicola",NA,1,"not the first"
"85933","Stichorchis subtriquetrus","Stichorchis",1814,3,"first"
"85934","Tanaisia fedtschenkoi","Tanaisia",1924,27,"first"
"85937","Diplodiscus subclavatus","Diplodiscus",1760,25,"first"
"85938","Opisthodiscus diplodiscoides","Opisthodiscus",1904,6,"first"
"85942","Alaria arisaemoides","Alaria",1927,6,"not the first"
"85944","Apatemon gracilis","Apatemon",NA,49,"not the first"
"85950","Crepidostomum isostomum","Crepidostomum",1931,6,"not the first"
"85951","Cyclocoelum vanelli","Cyclocoelum",1819,1,"not the first"
"85952","Dicrocoelium dendriticum","Dicrocoelium",1819,40,"not the first"
"85955","Diplostomum adamsi","Diplostomum",1977,1,"not the first"
"85957","Echinostoma revolutum","Echinostoma",1937,81,"not the first"
"85958","Fascioloides magna","Fascioloides",1875,18,"exclude"
"85967","Gorgoderina simplex","Gorgoderina",1899,0,"not the first"
"85968","Maritrema patulus","Maritrema",1955,2,"not the first"
"85969","Metorchis conjunctus","Metorchis",1860,10,"not the first"
"85971","Microphallus nicolli","Microphallus",1938,3,"not the first"
"85972","Microphallus pygmaeus","Microphallus",1881,20,"first"
"85973","Neoleucochloridium problematicum","Neoleucochloridium",1920,0,"not the first"
"85974","Odhneria odhneri","Odhneria",1921,6,"exclude"
"85975","Ornithodiplostomum ptychocheilus","Ornithodiplostomum",1917,13,"first"
"85977","Paramaritremopsis stunkardi","Paramaritremopsis",1985,0,"first"
"85978","Parorchis acanthus","Parorchis",1906,18,"not the first"
"85979","Petasiger nitidus","Petasiger",1928,7,"not the first"
"85987","Stictodora hancocki","Stictodora",1950,1,"not the first"
"85988","Tylodelphys podicipina","Tylodelphys",1960,12,"not the first"
"85991","Tylodelphys scheuringi","Tylodelphys",1929,18,"not the first"
"85992","Zygocotyle lunata","Zygocotyle",1836,31,"first"
"85994","Cercaria algerica","Cercaria",1990,0,"not the first"
"85995","Echinostoma deserticum","Echinostoma",2002,1,"not the first"
"85997","Nicolla gallica","Nicolla",1941,1,"not the first"
"86001","Szidatia joyeuxi","Szidatia",1929,1,"first"
"86002","Clinostomum chrysichthys","Clinostomum",1930,0,"not the first"
"86003","Euclinostomum clarias","Euclinostomum",1929,5,"not the first"
"86004","Explanatum explanatum","Explanatum",1847,5,"first"
"86005","Gigantocotyle gigantocotyle","Gigantocotyle",1896,2,"not the first"
"86006","Paramphistomum cervi","Paramphistomum",1790,20,"first"
"86008","Schistosoma mansoni","Schistosoma",1907,21,"not the first"
"86009","Boreascotia megavesicula","Boreascotia",2000,0,"exclude"
"86010","Cercaria hartmanae","Cercaria",NA,0,"not the first"
"86011","Cetitrema foliforme","Cetitrema",1970,1,"exclude"
"86012","Derogenes johnstoni","Derogenes",1973,10,"not the first"
"86070","Discoverytrema gibsoni","Discoverytrema",1990,2,"not the first"
"86071","Discoverytrema markowskii","Discoverytrema",1976,3,"first"
"86077","Elytrophalloides oatesi","Elytrophalloides",1914,45,"first"
"86164","Elytrophallus oatesi","Elytrophallus",1914,2,"first"
"86168","Genolinea bowersi","Genolinea",1914,26,"first"
"86234","Gibsonia hastata","Gibsonia",1988,2,"first"
"86235","Glomericirrus macrouri","Glomericirrus",1973,23,"not the first"
"86252","Gonocerca haedrichi","Gonocerca",1977,5,"not the first"
"86253","Gonocerca lobata","Gonocerca",1963,2,"not the first"
"86258","Gonocerca phycidis","Gonocerca",1925,61,"first"
"86312","Gonocerca trematomi","Gonocerca",1963,3,"not the first"
"86316","Helicometra antarcticae","Helicometra",1968,4,"not the first"
"86322","Helicometra pisanoae","Helicometra",1998,1,"not the first"
"86324","Helicometra rakusai","Helicometra",1997,0,"not the first"
"86325","Hemiurus antarcticus","Hemiurus",1987,1,"not the first"
"86326","Lecithaster australis","Lecithaster",1973,7,"not the first"
"86334","Lecithaster macrocotyle","Lecithaster",1967,25,"not the first"
"86371","Lecithaster micropsi","Lecithaster",1992,7,"not the first"
"86380","Lecithochirium whitei","Lecithochirium",1994,1,"not the first"
"86381","Lecithocladium falklandicum","Lecithocladium",1978,0,"not the first"
"86382","Lecithodesmus goliath","Lecithodesmus",NA,6,"not the first"
"86384","Lecithophyllum champsocephali","Lecithophyllum",1989,1,"not the first"
"86386","Lepidapedon antarcticus","Lepidapedon",1963,1,"not the first"
"86387","Lepidapedon balgueriasi","Lepidapedon",1997,5,"not the first"
"86395","Lepidapedon brayi","Lepidapedon",1997,1,"not the first"
"86396","Lepidapedon garrardi","Lepidapedon",1914,27,"not the first"
"86459","Lepidapedon lepidum","Lepidapedon",1988,2,"not the first"
"86460","Lepidapedon ninae","Lepidapedon",1997,1,"not the first"
"86461","Lepidapedon notogeorgianus","Lepidapedon",1990,3,"not the first"
"86468","Lepidapedon paralebouri","Lepidapedon",1990,1,"not the first"
"86470","Lepidapedon tertius","Lepidapedon",1990,1,"not the first"
"86473","Macvicaria antarcticus","Macvicaria",1974,2,"not the first"
"86481","Macvicaria georgiana","Macvicaria",1974,18,"not the first"
"86516","Macvicaria longibursata","Macvicaria",1997,2,"not the first"
"86518","Macvicaria microtestis","Macvicaria",1997,8,"not the first"
"86533","Macvicaria muraenolepidis","Macvicaria",1990,1,"not the first"
"86535","Macvicaria ophthalmolyci","Macvicaria",1990,2,"not the first"
"86539","Macvicaria pennelli","Macvicaria",1914,21,"not the first"
"86585","Macvicaria skorai","Macvicaria",1999,0,"not the first"
"86586","Muraenolepitrema magnatestis","Muraenolepitrema",1988,1,"exclude"
"86588","Neolebouria antarctica","Neolebouria",1967,17,"not the first"
"86619","Neolebouria georgiensis","Neolebouria",1976,9,"not the first"
"86631","Neolebouria terranovaensis","Neolebouria",1993,10,"not the first"
"86649","Neolepidapedon macquariensis","Neolepidapedon",1993,3,"not the first"
"86658","Neolepidapedon magnatestis","Neolepidapedon",1976,5,"not the first"
"86671","Neolepidapedon trematomi","Neolepidapedon",1973,8,"not the first"
"86691","Ogmogaster antarcticus","Ogmogaster",NA,8,"not the first"
"86695","Ogmogaster grandis","Ogmogaster",1969,3,"not the first"
"86698","Ogmogaster plicatus","Ogmogaster",NA,7,"not the first"
"86699","Otodistomum cestoides","Otodistomum",1870,14,"not the first"
"86706","Paralepidapedon antarcticum","Paralepidapedon",1973,1,"not the first"
"86708","Paralepidapedon awii","Paralepidapedon",1997,1,"not the first"
"86709","Paralepidapedon dubium","Paralepidapedon",1973,1,"not the first"
"86711","Paralepidapedon lepidum","Paralepidapedon",1988,1,"not the first"
"86712","Plagioporus pennelli","Plagioporus",1914,0,"not the first"
"86713","Postlepidapedon opisthobifurcatus","Postlepidapedon",1990,2,"not the first"
"86715","Postmonorchis variabilis","Postmonorchis",1973,4,"not the first"
"86725","Stenakron glacialis","Stenakron",1989,3,"not the first"
"86731","Steringophorus arntzi","Steringophorus",1997,2,"not the first"
"86734","Steringophorus liparidis","Steringophorus",1997,1,"not the first"
"86735","Acanthostomum loossi","Acanthostomum",1957,2,"not the first"
"86736","Alloglyptus crenshawi","Alloglyptus",1950,3,"exclude"
"86739","Angiodictyium anteroporum","Angiodictyium",1972,1,"not the first"
"86740","Angiodictyium mooreae","Angiodictyium",1995,1,"not the first"
"86741","Angiodictyium parallelum","Angiodictyium",1901,2,"first"
"86742","Apatemon graciliformis","Apatemon",1928,1,"not the first"
"86743","Bianium lecanocephalum","Bianium",1955,1,"not the first"
"86744","Bivesicula tarponis","Bivesicula",NA,1,"not the first"
"86745","Bothrigaster variolaris","Bothrigaster",1904,1,"exclude"
"86746","Brachyphallus parvus","Brachyphallus",1947,14,"not the first"
"86748","Cardiocephalus megaloconus","Cardiocephalus",1960,2,"not the first"
"86749","Chiorchis groschafti","Chiorchis",1989,1,"not the first"
"86750","Cleptodiscus havanensis","Cleptodiscus",1940,1,"not the first"
"86752","Cleptodiscus reticulatus","Cleptodiscus",1910,1,"first"
"86754","Clinostomum complanatum","Clinostomum",1810,104,"first"
"86757","Cotylophoron cotylophorum","Cotylophoron",1901,28,"first"
"86758","Cotylurus lintoni","Cotylurus",1944,1,"not the first"
"86759","Crassicutis gerridis","Crassicutis",1964,1,"not the first"
"86760","Cricocephalus megastomus","Cricocephalus",1902,2,"not the first"
"86761","Diplomonorchis hopkinsi","Diplomonorchis",1964,1,"not the first"
"86762","Echinochasmus donaldsoni","Echinochasmus",1941,10,"not the first"
