"","hosts","hostclean","group"
"11884","Eupomatus dianthus","Eupomatus dianthus",NA
"11885","Hydroides dianthus","Hydroides dianthus","Polychaeta"
"11886","Pecten irradians","Argopecten irradians","Bivalvia"
"11887","Nodilittorina millegrana","Nodilittorina millegrana",NA
"11888","Nodilittorina radiata","Nodilittorina radiata",NA
"11889","Planorbis mollendorfi","Planorbis mollendorfi",NA
"11890","Ceratophalus mortalensis","Ceratophalus mortalensis",NA
"11891","Lentorbis junodi","Lentorbis junodi",NA
"11892","Segmentorbis kinisaensis","Segmentorbis kinisaensis",NA
"11893","Flaccisagitta enflata","Flaccisagitta enflata","Sagittoidea"
"11894","Sagitta enflata","Flaccisagitta enflata","Sagittoidea"
"11895","Sagitta helenae","Sagitta helenae","Sagittoidea"
"11896","Sagitta tenuis","Parasagitta tenuis","Sagittoidea"
"11897","Serratosagitta serratodentata","Serratosagitta serratodentata","Sagittoidea"
"11898","Patella vulgata","Patella vulgata","Gastropoda"
"11899","Perna viridis","Perna viridis",NA
"11900","Pleuromeris armilla","Pleuromeris armilla","Bivalvia"
"11901","Searlesia dira","Lirabuccinum dirum","Gastropoda"
"11902","Donax serra","Donax serra",NA
"11903","Cantharus dorbignyi","Cantharus dorbignyi",NA
"11904","Segmentina kinisaensis","Segmentina kinisaensis",NA
"11905","Lunella coronata","Lunella coronata",NA
"11906","Eleotris balia","Eleotris balia","Teleostei"
"11907","Eleotris oxycephala","Eleotris oxycephala","Teleostei"
"11908","Eleotris potamophilia","Eleotris potamophilia",NA
"11909","Ocadia sinensis","Mauremys sinensis","Reptilia"
"11910","Bryttosus kawamebara","Bryttosus kawamebara",NA
"11911","Chaenogobius isoza","Chaenogobius isoza",NA
"11912","Cottus ohmiensis","Cottus ohmiensis",NA
"11913","Gallicrex cinerca","Gallicrex cinerca",NA
"11914","Cottus amblystomopsis","Cottus amblystomopsis","Teleostei"
"11915","Cottus hangiongensis","Cottus hangiongensis","Teleostei"
"11916","Chelonia japonica","Chelonia japonica",NA
"11917","Polypedates buergeri","Polypedates buergeri",NA
"11918","Cyanopolius cyanus","Cyanopolius cyanus",NA
"11919","Clemmys mutica","Clemmys mutica",NA
"11920","Gyraulus heimantium","Gyraulus heimantium",NA
"11921","Gyraulus heudei","Gyraulus heudei",NA
"11922","Hylarana kassina","Amphibia","Amphibia"
"11923","Rana taipehensis","Hylarana taipehensis","Amphibia"
"11924","Sphenomorphus indicus","Sphenomorphus indicus",NA
"11925","Triturus pyrrhogaster","Triturus pyrrhogaster",NA
"11926","Megalobatrachus davidianus","Megalobatrachus davidianus",NA
"11927","Hyperolius albolabris","Hyperolius albolabris",NA
"11928","Kassina senegalensis","Kassina senegalensis","Amphibia"
"11929","Rana erythraea","Hylarana erythraea","Amphibia"
"11930","Rana macrodon","Rana macrodon",NA
"11931","Cricocephalus megastomus","Cricocephalus megastomus",NA
"11932","Cricocephalus resectus","Cricocephalus resectus",NA
"11933","Triton palustris","Triton palustris",NA
"11934","Canthigaster rivulata","Canthigaster rivulata","Teleostei"
"11935","Lactoria diaphanus","Lactoria diaphana","Teleostei"
"11936","Pseudolaubuca sinensis","Pseudolaubuca sinensis","Teleostei"
"11937","Radix swinhoei","Radix swinhoei",NA
"11938","Siniperca kneri","Siniperca knerii","Teleostei"
"11939","Sphoeroides ocellatus","Takifugu obscurus","Teleostei"
"11940","Aplocheilus latipes","Aplocheilus latipes",NA
"11941","Baleophthalmus chinensis","Baleophthalmus chinensis",NA
"11942","Boleophthalmus pectinirostris","Boleophthalmus pectinirostris","Teleostei"
"11943","Gnathopogon argentatus","Gnathopogon argentatus",NA
"11944","Limnoperna lacustris","Limnoperna lacustris",NA
"11945","Rhinogobius giurus","Rhinogobius giurus",NA
"11946","Squalidus argentatus","Squalidus argentatus","Teleostei"
"11947","Siniperca scherzeri","Siniperca scherzeri","Teleostei"
"11948","Hirundo dauricaa","Hirundo dauricaa",NA
"11949","Gallicrex cinerea","Gallicrex cinerea","Aves"
"11950","Cipangopaludina japonica","Cipangopaludina japonica","Gastropoda"
"11951","Cipangopaludina malleata","Cipangopaludina malleata",NA
"11952","Parafossarulus compressus","Parafossarulus compressus",NA
"11953","Viviparus malleatus","Viviparus malleatus","Gastropoda"
"11954","Nipponia nippon","Nipponia nippon","Aves"
"11955","Enhydris plumbea","Hypsiscopus plumbea","Reptilia"
"11956","Erithacus calliope","Erithacus calliope",NA
"11957","Somanniathelphusa sinensis","Somanniathelphusa sinensis",NA
"11958","Nemobius caibae","Nemobius caibae",NA
"11959","Leucopsarion petersi","Leucopsarion petersii","Teleostei"
"11960","Tamiasciurus husonicus","Tamiasciurus husonicus",NA
"11961","Centropyge ferrugatus","Centropyge ferrugata","Teleostei"
"11962","Xesurus scalprum","Xesurus scalprum",NA
"11963","Anguilla sinensis","Anguilla sinensis",NA
"11964","Lonchura striata","Lonchura striata","Aves"
"11965","Motacilla grandis","Motacilla grandis","Aves"
"11966","Sturnia cinerazea","Aves","Aves"
"11967","Bombina orientalis","Bombina orientalis","Amphibia"
"11968","Staurois chunganensis","Staurois chunganensis",NA
"11969","Staurois ricketti","Staurois ricketti",NA
"11970","Lethrinus erythropterus","Lethrinus erythropterus","Teleostei"
"11971","Lethrinus harak","Lethrinus harak","Teleostei"
"11972","Sparus latus","Sparus latus",NA
"11973","Euhadra peliomphala","Euhadra peliomphala",NA
"11974","Perdix barbata","Perdix barbata",NA
"11975","Hydrophis cyanocinctus","Hydrophis cyanocinctus","Reptilia"
"11976","Thrissa kammalensis","Thrissa kammalensis",NA
"11977","Palonia frontalis","Palonia frontalis",NA
"11978","Rusa timorensis","Rusa timorensis","Mammalia"
"11979","Semilabeo prochilus","Semilabeo prochilus","Teleostei"
"11980","Abudefduf bengalensis","Abudefduf bengalensis","Teleostei"
"11981","Acanthurus glaucopareius","Acanthurus nigricans","Teleostei"
"11982","Amblyglyphidodon leucogaster","Amblyglyphidodon leucogaster","Teleostei"
"11983","Amphiprion akindynos","Amphiprion akindynos","Teleostei"
"11984","Amphiprion perideraion","Amphiprion perideraion","Teleostei"
"11985","Chromis atripectoralis","Chromis atripectoralis","Teleostei"
"11986","Chromis nitida","Chromis nitida","Teleostei"
"11987","Chromis viridis","Chromis viridis","Teleostei"
"11988","Chrysiptera rollandi","Chrysiptera rollandi","Teleostei"
"11989","Dascyllus reticulatus","Dascyllus reticulatus","Teleostei"
"11990","Dascyllus trimaculatus","Dascyllus trimaculatus","Teleostei"
"11991","Pomacentrus nigromarginatus","Pomacentrus nigromarginatus","Teleostei"
"11992","Pomacentrus tripunctatus","Pomacentrus tripunctatus","Teleostei"
"11993","Rhyacornis fuliginosus","Rhyacornis fuliginosa","Aves"
"11994","Nucella canaliculata","Nucella canaliculata","Gastropoda"
"11995","Chaunax abei","Chaunax abei","Teleostei"
"11996","Chaunax fimbriatus","Chaunax fimbriatus","Teleostei"
"11997","Japonoconger sivicolus","Japonoconger sivicolus","Teleostei"
"11998","Neobythites stigmosus","Neobythites stigmosus","Teleostei"
"11999","Dascyllus albisella","Dascyllus albisella","Teleostei"
"12000","Hemitaurichthys zoster","Hemitaurichthys zoster","Teleostei"
"12001","Melichthys buniva","Melichthys buniva",NA
"12002","Melichthys vidua","Melichthys vidua","Teleostei"
"12003","Monacanthus cirrhifer","Stephanolepis cirrhifer","Teleostei"
"12004","Thamnaconus modestus","Thamnaconus modestus","Teleostei"
"12005","Acheilognathus typus","Rhodeus typus","Teleostei"
"12006","Cryptobranchus japonicus","Cryptobranchus japonicus",NA
"12007","Cyclemis flavomarginata","Cyclemis flavomarginata",NA
"12008","Myotis ricketti","Myotis ricketti","Mammalia"
"12009","Bulimus kiushuensis","Bulimus kiushuensis",NA
"12010","Merula gigantes","Merula gigantes",NA
"12011","Garrulax albogularis","Garrulax albogularis","Aves"
"12012","Equetus acuminatus","Pareques acuminatus","Teleostei"
"12013","Malacanthus latovittatus","Malacanthus latovittatus","Teleostei"
"12014","Odontoscion dentex","Odontoscion dentex","Teleostei"
"12015","Coracina melaschistos","Coracina melaschistos","Aves"
"12016","Scaphesthes barbata","Scaphesthes barbata",NA
"12017","Diemyctylus pyrrhogaster","Diemyctylus pyrrhogaster",NA
"12018","Paramesotriton hongkongensis","Paramesotriton hongkongensis","Amphibia"
"12019","Pseudosalamandra stejnegeri","Pseudosalamandra stejnegeri",NA
"12020","Cynops orientalis","Cynops orientalis","Amphibia"
"12021","Microhyla bulteri","Microhyla bulteri",NA
"12022","Tylotriton verrucosus","Tylotriton verrucosus",NA
"12023","Pachytriton brevipes","Pachytriton brevipes","Amphibia"
"12024","Stenopsyche griseipennis","Stenopsyche griseipennis","Insecta"
"12025","Rhinolophus lanosus","Rhinolophus luctus","Mammalia"
"12026","Meiacanthus grammistes","Meiacanthus grammistes","Teleostei"
"12027","Rhinogobius flumenius","Rhinogobius flumenius",NA
"12028","Grus japonensis","Grus japonensis","Aves"
"12029","Helice tridens","Helice tridens",NA
"12030","Acanthurus bariene","Acanthurus bariene","Teleostei"
"12031","Naso lituratus","Naso lituratus","Teleostei"
"12032","Naso unicornis","Naso unicornis","Teleostei"
"12033","Culicicapa ceylonensis","Culicicapa ceylonensis","Aves"
"12034","Rickettia pilosa","Rickettia pilosa",NA
"12035","Siganus virgatus","Siganus virgatus","Teleostei"
"12036","Rastrelliger brachysoma","Rastrelliger brachysoma","Teleostei"
"12037","Scomber kanagunta","Scomber kanagunta",NA
"12038","Sphoeroides rubripes","Takifugu chinensis","Teleostei"
"12039","Amia lineata","Ulvophyceae","Ulvophyceae"
"12040","Hoplosebastes armatus","Hoplosebastes armatus","Teleostei"
"12041","Apogon aroubiensis","Apogon aroubiensis","Teleostei"
"12042","Apogon quadrifasciatus","Apogon fasciatus","Teleostei"
"12043","Apogonichthys ellioti","Apogon truncatus","Teleostei"
"12044","Argyrosomus aneus","Argyrosomus aneus",NA
"12045","Lutjanus sanguineus","Lutjanus sanguineus","Teleostei"
"12046","Lutjanus waigiensis","Lutjanus waigiensis",NA
"12047","Malacanthus hoedtii","Malacanthus brevirostris","Teleostei"
"12048","Moringua javanica","Moringua javanica","Teleostei"
"12049","Myrichthys maculosus","Myrichthys maculosus","Teleostei"
"12050","Pseudorhombus micrognathus","Pseudorhombus micrognathus","Teleostei"
"12051","Crocidura coerulea","Crocidura coerulea",NA
"12052","Chilomycterus reticulatus","Chilomycterus reticulatus","Teleostei"
"12053","Sphoeroides niphobles","Sphoeroides niphobles",NA
"12054","Parafossarulus eximius","Parafossarulus eximius",NA
"12055","Sinopotamon dauidi","Sinopotamon dauidi",NA
"12056","Tricula hongshanensis","Tricula hongshanensis",NA
"12057","Eptesicus andersoni","Eptesicus andersoni",NA
"12058","Liobagrus marginatus","Liobagrus marginatus","Teleostei"
"12059","Sinilabeo rendahli","Sinilabeo rendahli","Teleostei"
"12060","Neosalanx tankahkeii","Neosalanx tankahkeii",NA
"12061","Protosalanx hyalocranius","Protosalanx hyalocranius","Teleostei"
"12062","Platax pinnatus","Platax pinnatus","Teleostei"
"12063","Chaetodon auriga","Chaetodon auriga","Teleostei"
"12064","Chaetodon collare","Chaetodon collare","Teleostei"
"12065","Chaetodon lineolatus","Chaetodon lineolatus","Teleostei"
"12066","Chaetodon melannotus","Chaetodon melannotus","Teleostei"
"12067","Chaetodon plebeius","Chaetodon plebeius","Teleostei"
"12068","Chaetodon ulietensis","Chaetodon ulietensis","Teleostei"
"12069","Heniochus chrysostomus","Heniochus chrysostomus","Teleostei"
"12070","Takydromus septentrionalis","Takydromus septentrionalis",NA
"12071","Ptyas korros","Ptyas korros","Reptilia"
"12072","Trimeresurus stejnergeri","Trimeresurus stejnergeri",NA
"12073","Niviventer fulvescens","Niviventer fulvescens","Mammalia"
"12074","Sinopotamon joshueiense","Sinopotamon joshueiense",NA
"12075","Tricula cristella","Tricula cristella",NA
"12076","Sesarma dehaani","Sesarma dehaani",NA
"12077","Akiyoshia kawannensis","Akiyoshia kawannensis",NA
"12078","Bythinella kubotai","Bythinella kubotai",NA
"12079","Bythinella nipponica","Bythinella nipponica",NA
"12080","Saganoa nanatsugamaensis","Saganoa nanatsugamaensis",NA
"12081","Angustassiminea nitida","Angustassiminea nitida",NA
"12082","Angustassiminea parasitologica","Angustassiminea parasitologica",NA
"12083","Angustassiminea yoshidayukioi","Angustassiminea yoshidayukioi",NA
"12084","Assiminea japonica","Assiminea japonica",NA
"12085","Assiminea parasitologica","Assiminea parasitologica",NA
"12086","Assiminea violacea","Assiminea violacea",NA
"12087","Niviventer coxingi","Niviventer coninga","Mammalia"
"12088","Sesarma haematocheir","Sesarma haematocheir","Malacostraca"
"12089","Sesarma sinensis","Sesarma sinensis",NA
"12090","Potamon chinghungense","Potamon chinghungense",NA
"12091","Arusetta sextriatus","Arusetta sextriatus",NA
"12092","Centropyge heraldi","Centropyge heraldi","Teleostei"
"12093","Chaetodontoplus septentrionalis","Chaetodontoplus septentrionalis","Teleostei"
"12094","Genicanthus lamarck","Genicanthus lamarck","Teleostei"
"12095","Holacanthus septentrionalis","Chaetodontoplus septentrionalis","Teleostei"
"12096","Acipenser sinensis","Acipenser sinensis","Chondrostei"
"12097","Manta birostris","Manta birostris","Chondrichthyes"
"12098","Rhincodon typus","Rhincodon typus","Chondrichthyes"
"12099","Paracanthobrama guichenoti","Paracanthobrama guichenoti","Teleostei"
"12100","Leiocassis partti","Leiocassis partti",NA
"12101","Leiocassis macrops","Leiocassis macrops",NA
"12102","Hoplobatrachus occipitalis","Hoplobatrachus occipitalis","Amphibia"
"12103","Cheiromeles torquatus","Cheiromeles torquatus","Mammalia"
"12104","Spinibarbus hollandi","Spinibarbus hollandi","Teleostei"
"12105","Acanthurus bleekeri","Acanthurus mata","Teleostei"
"12106","Naso annulatus","Naso annulatus","Teleostei"
"12107","Naso brevirostris","Naso brevirostris","Teleostei"
"12108","Naso hexacanthus","Naso hexacanthus","Teleostei"
"12109","Naso tuberosus","Naso tuberosus","Teleostei"
"12110","Thalassoma duperreyi","Thalassoma duperrey","Teleostei"
"12111","Zebrasoma veliferum","Zebrasoma veliferum","Teleostei"
"12112","Chinemys reevesii","Mauremys reevesii","Reptilia"
"12113","Halcyon coromanda","Halcyon coromanda","Aves"
"12114","Acentrogobius janthinopterus","Acentrogobius janthinopterus","Teleostei"
"12115","Atherina balabacensis","Atherina balabacensis",NA
"12116","Butis amboinensis","Butis amboinensis","Teleostei"
"12117","Oxyurichthys microlepis","Oxyurichthys microlepis","Teleostei"
"12118","Thiara riquetti","Thiara riquetti",NA
"12119","Glossamia aprion","Glossamia aprion","Teleostei"
"12120","Arca granosa","Arca granosa",NA
"12121","Chione calophylla","Chione calophylla",NA
"12122","Cyclina sinensis","Cyclina sinensis",NA
"12123","Dosinia japonica","Dosinia japonica",NA
"12124","Modiolus metcalfel","Modiolus metcalfel",NA
"12125","Musculus senhausia","Musculus senhausia",NA
"12126","Paphia gallus","Paphia gallus",NA
"12127","Paphia undulata","Paphia undulata",NA
"12128","Pteria penguin","Pteria penguin",NA
"12129","Anguilla mauritiana","Anguilla mauritiana",NA
"12130","Synanceia horrida","Synanceia horrida","Teleostei"
"12131","Synanceia verrucosa","Synanceia verrucosa","Teleostei"
"12132","Rhinogobius typus","Rhinogobius typus",NA
"12133","Myotis pruinosus","Myotis pruinosus","Mammalia"
"12134","Spizaetus nipalensis","Nisaetus nipalensis","Aves"
"12135","Altirana parkeri","Altirana parkeri",NA
"12136","Rana adenopleura","Babina adenopleura","Amphibia"
"12137","Mugil parvus","Mugil parvus",NA
"12138","Bodianus mesothorax","Bodianus mesothorax","Teleostei"
"12139","Glyptothorax fokiensis","Glyptothorax fokiensis","Teleostei"
"12140","Hemimyzon abbreviata","Jinshaia abbreviata","Teleostei"
"12141","Lepturichthys fimibriata","Lepturichthys fimibriata",NA
"12142","Sinogastromyzon wui","Sinogastromyzon wui","Teleostei"
"12143","Helicella candacharica","Helicella candacharica",NA
"12144","Enicurus scouleri","Enicurus scouleri","Aves"
"12145","Enicurus maculatus","Enicurus maculatus","Aves"
"12146","Mugil macrolepis","Chelon macrolepis","Teleostei"
"12147","Meles leptorhynchus","Meles leptorhynchus",NA
"12148","Melania joretiana","Melania joretiana",NA
"12149","Paludomus tang","Paludomus tang",NA
"12150","Decapterus macarellus","Decapterus macarellus","Teleostei"
"12151","Elagatis bipinnulatus","Elagatis bipinnulata","Teleostei"
"12152","Hemirhamphus far","Hemirhamphus far",NA
"12153","Platax teira","Platax teira","Teleostei"
"12154","Selaroides leptolepis","Selaroides leptolepis","Teleostei"
"12155","Eleotris fusca","Eleotris fusca","Teleostei"
"12156","Lymnaea javanica","Lymnaea javanica",NA
"12157","Radix cucunouica","Radix cucunouica",NA
"12158","Physa propinqua","Physa propinqua",NA
"12159","Poecilopsetta plinthus","Poecilopsetta plinthus","Teleostei"
"12160","Gnathopogon caerulescens","Gnathopogon caerulescens","Teleostei"
"12161","Brionobutis koilomatodon","Brionobutis koilomatodon",NA
"12162","Sinonovacula constricta","Sinonovacula constricta",NA
"12163","Triaenopogon barbatua","Triaenopogon barbatua",NA
"12164","Nycteris borealis","Limonia nycteris","Insecta"
"12165","Labidesthes sicculus","Labidesthes sicculus","Teleostei"
"12166","Lepibema chrysops","Lepibema chrysops",NA
"12167","Pseudemys picta","Pseudemys picta",NA
"12168","Caecidotea intermedius","Caecidotea intermedius",NA
"12169","Caecidotea forbesi","Caecidotea forbesi","Malacostraca"
"12170","Pisidium casertanum","Pisidium casertanum","Bivalvia"
"12171","Procambarus acutus","Procambarus acutus","Malacostraca"
"12172","Ictalurus catus","Ameiurus catus","Teleostei"
"12173","Noturus insignis","Noturus insignis","Teleostei"
"12174","Noturus miurus","Noturus miurus","Teleostei"
"12175","Procambarus epicyrtus","Procambarus epicyrtus","Malacostraca"
"12176","Cambarellus schufeldti","Cambarellus schufeldti",NA
"12177","Haemopsis plumbea","Haemopsis plumbea",NA
"12178","Macrobdella decora","Macrobdella decora","Clitellata"
"12179","Haemopsis grandis","Haemopsis grandis",NA
"12180","Haemopsis lateromaculata","Haemopsis lateromaculata",NA
"12181","Haemopsis marmorata","Haemopsis marmorata",NA
"12182","Macrobdella ditetra","Macrobdella ditetra","Clitellata"
"12183","Palaemonetes kadiakensis","Palaemonetes kadiakensis","Malacostraca"
"12184","Palaemonetes paludosus","Palaemonetes paludosus","Malacostraca"
"12185","Notropis cerasinus","Luxilus cerasinus","Teleostei"
"12186","Notropis chiliticus","Notropis chiliticus","Teleostei"
"12187","Viviparus intertextus","Viviparus intertextus","Gastropoda"
"12188","Micronycteris megalotis","Micronycteris megalotis","Mammalia"
"12189","Micronycteris mexicana","Micronycteris mexicana",NA
"12190","Eumopis glacinus","Eumopis glacinus",NA
"12191","Histiotus velatus","Histiotus velatus","Mammalia"
"12192","Belonesox belizanus","Belonesox belizanus","Teleostei"
"12193","Ixobrychus involucris","Ixobrychus involucris","Aves"
"12194","Molliniesia latipinna","Molliniesia latipinna",NA
"12195","Garmanella pulchra","Garmanella pulchra","Teleostei"
"12196","Litterodinops monroensis","Litterodinops monroensis",NA
"12197","Buteogallus anthracinus","Buteogallus anthracinus","Aves"
"12198","Cichlasoma lentiginosum","Cichlasoma lentiginosum",NA
"12199","Cichlasoma nourizati","Cichlasoma nourizati",NA
"12200","Poecilia latipunctata","Poecilia latipunctata","Teleostei"
"12201","Cichlasoma nourissati","Cichlasoma nourissati",NA
"12202","Poeciliopsis catemaco","Poeciliopsis catemaco","Teleostei"
"12203","Rhamdia nicaraguensis","Rhamdia nicaraguensis","Teleostei"
"12204","Aonyx capensis","Aonyx capensis","Mammalia"
"12205","Lutra solitaria","Lutra solitaria",NA
"12206","Resthramus sociabilis","Resthramus sociabilis",NA
"12207","Rostrhamus sociabilis","Rostrhamus sociabilis","Aves"
"12208","Liomys liomys","Mammalia","Mammalia"
"12209","Peromyscus guatamalensis","Peromyscus guatamalensis",NA
"12210","Columba rufina","Columba rufina",NA
"12211","Columba talpacoti","Columba talpacoti",NA
"12212","Guara alba","Guara alba",NA
"12213","Oreohelix strigosa","Oreohelix strigosa","Gastropoda"
"12214","Cacicus haemorrhous","Cacicus haemorrhous","Aves"
"12215","Dacnis cayana","Dacnis cayana","Aves"
"12216","Tangara cyanocephala","Tangara cyanocephala","Aves"
"12217","Lepidostoma roafi","Lepidostoma roafi","Insecta"
"12218","Psychoglypha alascensis","Psychoglypha alascensis","Insecta"
"12219","Musculium partumeium","Musculium partumeium","Bivalvia"
"12220","Pisidium aequilaterale","Pisidium aequilaterale",NA
"12221","Ascaphus truei","Ascaphus truei","Amphibia"
"12222","Sterna forsteri","Sterna forsteri","Aves"
"12223","Coniophanes bipunctatus","Coniophanes bipunctatus","Reptilia"
"12224","Coniophanes imperialis","Coniophanes imperialis","Reptilia"
"12225","Coniophanes quinquevittatus","Coniophanes quinquevittatus","Reptilia"
"12226","Leptodactylus podicipinus","Leptodactylus podicipinus","Amphibia"
"12227","Leptodeira septentrionalis","Leptodeira septentrionalis","Reptilia"
"12228","Lysapsus mantidactylus","Lysapsus mantidactylus",NA
"12229","Lymnaea proxima","Lymnaea proxima",NA
"12230","Cichlasoma belone","Cichlasoma belone",NA
"12231","Cichlasoma coeruleus","Cichlasoma coeruleus",NA
"12232","Pomacanthus aureus","Pomacanthus aureus",NA
"12233","Heminacistrus punctulatus","Heminacistrus punctulatus",NA
"12234","Phalacrocorax penicillatum","Phalacrocorax penicillatum",NA
"12235","Cichlasoma minckeleyi","Cichlasoma minckeleyi",NA
"12236","Cichlasoma bifasciatum","Cichlasoma bifasciatum",NA
"12237","Cichlasoma citrinellum","Amphilophus citrinellus","Teleostei"
"12238","Cichlasoma hartwegi","Cichlasoma hartwegi",NA
"12239","Cichlasoma labiatum","Cichlasoma labiatum",NA
"12240","Cichlasoma mayorum","Cichlasoma mayorum","Teleostei"
"12241","Cichlasoma nicaraguense","Cichlasoma nicaraguense",NA
"12242","Cichlasoma rostratum","Cichlasoma rostratum",NA
"12243","Littorina angulifera","Littorina angulifera","Gastropoda"
"12244","Physella cubensis","Physella cubensis","Gastropoda"
"12245","Valvata humeralis","Valvata humeralis","Gastropoda"
"12246","Megaceryle alcyon","Megaceryle alcyon","Aves"
"12247","Hexagenia limbata","Hexagenia limbata","Insecta"
"12248","Boleostoma nigrum","Boleostoma nigrum",NA
"12249","Natrix septemvitatta","Natrix septemvitatta",NA
"12250","Plotus anhinga","Plotus anhinga",NA
"12251","Peromyscus banderanus","Osgoodomys banderanus","Mammalia"
"12252","Goniobasis proxima","Elimia proxima","Gastropoda"
"12253","Isacia conceptionis","Isacia conceptionis","Teleostei"
"12254","Parapristipoma octolineata","Parapristipoma octolineata",NA
"12255","Pomadasys jubelini","Pomadasys jubelini","Teleostei"
"12256","Cichlasoma alfaroi","Cichlasoma alfaroi",NA
"12257","Cichlasoma grammodes","Cichlasoma grammodes","Teleostei"
"12258","Crenicichla haroldoi","Crenicichla haroldoi","Teleostei"
"12259","Brycon guatemalensis","Brycon guatemalensis","Teleostei"
"12260","Cichlasoma montaguense","Cichlasoma montaguense",NA
"12261","Dorosoma anale","Dorosoma anale","Teleostei"
"12262","Eugerres mexicanus","Eugerres mexicanus","Teleostei"
"12263","Schizodon intermedius","Schizodon intermedius","Teleostei"
"12264","Tilapia hornorum","Oreochromis urolepis","Teleostei"
"12265","Tropidonotus sipedon","Tropidonotus sipedon",NA
"12266","Vivipara bengalensis","Vivipara bengalensis",NA
"12267","Physa occidentalis","Physa occidentalis",NA
"12268","Hydropsalis torquatus","Hydropsalis torquatus",NA
"12269","Mesocyclops chaci","Mesocyclops chaci","Maxillopoda"
"12270","Oligosarcus hepsetus","Oligosarcus hepsetus","Teleostei"
"12271","Rhamdia managuensis","Rhamdia managuensis",NA
"12272","Carpus bermudensis","Carpus bermudensis",NA
"12273","Haminoea antillarum","Haminoea antillarum","Gastropoda"
"12274","Hyla miotympanum","Ecnomiohyla miotympanum","Amphibia"
"12275","Telmatobius culeus","Telmatobius culeus","Amphibia"
"12276","Telmatobius peruvianus","Telmatobius peruvianus","Amphibia"
"12277","Melampus bidentatus","Melampus bidentatus","Gastropoda"
"12278","Rana luteiventris","Rana luteiventris","Amphibia"
"12279","Enallagma basidens","Enallagma basidens","Insecta"
"12280","Enallagma traviatum","Enallagma traviatum","Insecta"
"12281","Epitheca cynosura","Epitheca cynosura","Insecta"
"12282","Ischnura posita","Ischnura posita","Insecta"
"12283","Libellula lydia","Plathemis lydia","Insecta"
"12284","Physella virgata","Physella virgata","Gastropoda"
"12285","Kinosternon carinatum","Kinosternon carinatum",NA
"12286","Sylvilagus aquaticus","Sylvilagus aquaticus","Mammalia"
"12287","Acanthistius pictus","Acanthistius pictus","Teleostei"
"12288","Amphistichus argenteus","Amphistichus argenteus","Teleostei"
"12289","Calliclinus nudiventris","Calliclinus nudiventris","Teleostei"
"12290","Clinocottus analis","Clinocottus analis","Teleostei"
"12291","Epinephelus analogus","Epinephelus analogus","Teleostei"
"12292","Epinephelus diacanthus","Epinephelus diacanthus","Teleostei"
"12293","Gibbonsia elegans","Gibbonsia elegans","Teleostei"
"12294","Lutjanus argentiventris","Lutjanus argentiventris","Teleostei"
"12295","Lutjanus guttatus","Lutjanus guttatus","Teleostei"
"12296","Lythrulon flavigutattum","Lythrulon flavigutattum",NA
"12297","Mugiloides chilensis","Mugiloides chilensis","Teleostei"
"12298","Paralabrax maculofasciatus","Paralabrax maculofasciatus",NA
"12299","Paralabrax nebulifer","Paralabrax nebulifer","Teleostei"
"12300","Pinguipes chilensis","Pinguipes chilensis","Teleostei"
"12301","Pomacentrus leucostictus","Stegastes leucostictus","Teleostei"
"12302","Rypticus saponaceus","Rypticus saponaceus","Teleostei"
"12303","Scorpaena plumieri","Scorpaena plumieri","Teleostei"
"12304","Scorpaena sonorae","Scorpaena sonorae","Teleostei"
"12305","Sebastes atrovirens","Sebastes atrovirens","Teleostei"
"12306","Sebastes serriceps","Sebastes serriceps","Teleostei"
"12307","Sebastodes vexillaris","Sebastodes vexillaris",NA
"12308","Sillago indica","Sillago indica","Teleostei"
"12309","Xenistius californiensis","Xenistius californiensis","Teleostei"
"12310","Eretmochelys squamosa","Eretmochelys squamosa",NA
"12311","Hydrobia minuta","Hydrobia minuta","Gastropoda"
"12312","Balistes capriscus","Balistes capriscus","Teleostei"
"12313","Balistes vetula","Balistes vetula","Teleostei"
"12314","Labrisomus xanti","Labrisomus xanti","Teleostei"
"12315","Cirrhitus rivulatus","Cirrhitus rivulatus","Teleostei"
"12316","Fontelicella californiensis","Fontelicella californiensis","Gastropoda"
"12317","Rana muscosa","Rana muscosa","Amphibia"
"12318","Chaunax nuttingi","Chaunax nuttingi",NA
"12319","Mycteroperca microlepis","Mycteroperca microlepis","Teleostei"
"12320","Peristedion imberbe","Peristedion imberbe","Teleostei"
"12321","Polymixia lowei","Polymixia lowei","Teleostei"
"12322","Urophycis cirrata","Urophycis cirrata","Teleostei"
"12323","Chaetozone setosa","Chaetozone setosa","Polychaeta"
"12324","Eteone longa","Eteone longa","Polychaeta"
"12325","Heteromastus filiformis","Heteromastus filiformis","Polychaeta"
"12326","Scoloplos armiger","Scoloplos armiger","Polychaeta"
"12327","Uca longisignalis","Uca longisignalis","Malacostraca"
"12328","Uca panacea","Uca panacea","Malacostraca"
"12329","Lepisosteus platostomus","Lepisosteus platostomus","Holostei"
"12330","Astyanax eigenmanniorum","Astyanax eigenmanniorum","Teleostei"
"12331","Hybopsis calientis","Hybopsis calientis",NA
"12332","Menetus cooperi","Menetus opercularis","Gastropoda"
"12333","Triturus viridescens","Notophthalmus viridescens","Amphibia"
"12334","Ligia baudiniana","Ligia baudiniana","Malacostraca"
"12335","Anolis hendersoni","Anolis hendersoni","Reptilia"
