"","Parasite","genus","year","hs","first"
"78897","Decemtestis cynoglossi","Decemtestis",1988,1,"not the first"
"78898","Decemtestis fusiformis","Decemtestis",1986,2,"not the first"
"78900","Decemtestis kobayashii","Decemtestis",1939,2,"not the first"
"78902","Decemtestis lutiani","Decemtestis",1986,1,"not the first"
"78903","Decemtestis pseudolabri","Decemtestis",1954,1,"not the first"
"78904","Delphinicola tenuis","Delphinicola",1933,2,"exclude"
"78906","Deontacylix kyphosi","Deontacylix",1970,1,"not the first"
"78907","Deretrema carangis","Deretrema",NA,1,"not the first"
"78908","Deretrema cholaeum","Deretrema",1936,7,"not the first"
"78915","Deretrema hawaiiense","Deretrema",NA,1,"not the first"
"78916","Deretrema minutum","Deretrema",1954,1,"not the first"
"78917","Deretrema nahaense","Deretrema",1942,4,"not the first"
"78921","Deretrema woolcockae","Deretrema",1999,1,"not the first"
"78922","Dermaskrjabinia macrobursa","Dermaskrjabinia",1974,1,"exclude"
"78923","Derogenes bohaiensis","Derogenes",1995,2,"not the first"
"78925","Derogenes capricorniensis","Derogenes",1989,1,"not the first"
"78926","Derogenes chelidonichthys","Derogenes",1989,1,"not the first"
"78927","Derogenes gadi","Derogenes",1990,2,"not the first"
"78929","Derogenes macrostoma","Derogenes",1938,3,"not the first"
"78932","Derogenes magnus","Derogenes",1991,1,"not the first"
"78933","Derogenes minoi","Derogenes",1990,1,"not the first"
"78934","Derogenes nototheniae","Derogenes",1954,1,"not the first"
"78935","Derogenes pearsoni","Derogenes",1993,6,"not the first"
"78941","Derogenes pharyngicola","Derogenes",1993,2,"not the first"
"78943","Deropristis paurosoma","Deropristis",1989,1,"not the first"
"78944","Dicrogaster fragilis","Dicrogaster",1987,1,"not the first"
"78945","Dicrogaster japonica","Dicrogaster",1996,1,"not the first"
"78946","Didymocylindrus fusiforme","Didymocylindrus",1935,3,"first"
"78949","Didymocylindrus koti","Didymocylindrus",1938,1,"not the first"
"78950","Didymocylindrus simplex","Didymocylindrus",1935,2,"first"
"78954","Didymocystis abdominalis","Didymocystis",1938,1,"not the first"
"78955","Didymocystis buccalis","Didymocystis",1970,1,"not the first"
"78956","Didymocystis intestinomuscularis","Didymocystis",1970,2,"not the first"
"78959","Didymocystis kamegaii","Didymocystis",1970,1,"not the first"
"78960","Didymocystis katsuwoni","Didymocystis",1970,1,"not the first"
"78962","Didymocystis lingualis","Didymocystis",1985,3,"not the first"
"78969","Didymocystis margolisi","Didymocystis",1995,1,"not the first"
"78970","Didymocystis neothunni","Didymocystis",1970,2,"not the first"
"78975","Didymocystis pinnicola","Didymocystis",1970,1,"not the first"
"78976","Didymocystis radiatus","Didymocystis",1965,2,"not the first"
"78978","Didymocystis submentalis","Didymocystis",1938,1,"not the first"
"78979","Didymocystoides dolichorchis","Didymocystoides",1983,2,"not the first"
"78981","Didymocystoides exiguus","Didymocystoides",1970,1,"not the first"
"78982","Didymocystoides intestinomuscularis","Didymocystoides",1970,2,"not the first"
"78984","Didymocystoides komoraensis","Didymocystoides",1978,1,"not the first"
"78985","Didymocystoides pinnicola","Didymocystoides",1970,1,"not the first"
"78986","Didymocystoides submentalis","Didymocystoides",1938,1,"not the first"
"78987","Didymodiclinus branchialis","Didymodiclinus",1970,1,"not the first"
"78988","Didymodiclinus menpachi","Didymodiclinus",1970,1,"not the first"
"78989","Didymophaselus allothunni","Didymophaselus",1993,1,"exclude"
"78990","Didymosulcus bilobata","Didymosulcus",1935,1,"not the first"
"78991","Didymosulcus irregularis","Didymosulcus",1970,2,"not the first"
"78993","Didymosulcus lanceolata","Didymosulcus",1938,1,"not the first"
"78994","Didymosulcus nasalis","Didymosulcus",1970,3,"not the first"
"78997","Didymosulcus orbitalis","Didymosulcus",1970,3,"not the first"
"79000","Didymosulcus palati","Didymosulcus",1970,3,"not the first"
"79007","Didymosulcus poonui","Didymosulcus",1970,3,"not the first"
"79010","Didymosulcus soleiformis","Didymosulcus",1935,3,"not the first"
"79013","Didymozoon biramus","Didymozoon",1965,2,"not the first"
"79015","Didymozoon diverticulatum","Didymozoon",1970,2,"not the first"
"79017","Didymozoon gigas","Didymozoon",1965,1,"not the first"
"79018","Didymozoon koti","Didymozoon",1938,1,"not the first"
"79019","Didymozoon longicollopsis","Didymozoon",1983,1,"not the first"
"79020","Neometadidymozoon longicollopsis","Neometadidymozoon",1983,1,"not the first"
"79021","Didymozoon platycephali","Didymozoon",1965,1,"not the first"
"79022","Didymozoon pneumatophori","Didymozoon",1983,2,"not the first"
"79025","Didymozoon scomberomori","Didymozoon",1965,1,"not the first"
"79026","Dinosoma hynnodi","Dinosoma",1938,1,"not the first"
"79027","Dinosoma lophiomi","Dinosoma",1973,1,"not the first"
"79028","Dinosoma manteri","Dinosoma",1938,1,"not the first"
"79029","Dinosoma oregonensis","Dinosoma",1968,2,"not the first"
"79031","Dinosoma pectoralis","Dinosoma",1968,2,"not the first"
"79033","Dinosoma rubrum","Dinosoma",1934,1,"first"
"79034","Dinosoma setipinae","Dinosoma",1982,1,"not the first"
"79035","Dinosoma synaphobranchi","Dinosoma",1938,3,"not the first"
"79038","Dinurus euthynni","Dinurus",1934,3,"not the first"
"79041","Dinurus longissimus","Dinurus",NA,1,"not the first"
"79042","Dinurus magnacetabulum","Dinurus",1978,2,"not the first"
"79044","Diphterostomum magnacetabulum","Diphterostomum",1938,1,"not the first"
"79045","Diplangus hainanensis","Diplangus",1990,1,"not the first"
"79046","Diplangus macrovitellus","Diplangus",1954,1,"not the first"
"79047","Diplangus triradiatus","Diplangus",1951,1,"not the first"
"79048","Diplobulbus calotomi","Diplobulbus",1934,1,"first"
"79049","Diplobulbus minutus","Diplobulbus",1966,4,"not the first"
"79053","Diplocreadium koreanum","Diplocreadium",1939,1,"first"
"79054","Diplocreadium tangaloomaensis","Diplocreadium",1996,1,"not the first"
"79055","Diplomonorchis bivitellosus","Diplomonorchis",1940,1,"first"
"79056","Diplopharyngotrema bipapillosa","Diplopharyngotrema",1978,1,"not the first"
"79057","Diplopharyngotrema lateolabracis","Diplopharyngotrema",1958,1,"first"
"79058","Diplopharyngotrema sinensis","Diplopharyngotrema",1990,1,"not the first"
"79059","Diploporus cryptostoma","Diploporus",1928,1,"first"
"79060","Diploporus hemistoma","Diploporus",1928,1,"first"
"79061","Diploproctia drepanei","Diploproctia",1970,1,"exclude"
"79062","Diploproctodaeoides longipygum","Diploproctodaeoides",1961,1,"exclude"
"79063","Diploproctodaeum longipygum","Diploproctodaeum",1961,1,"not the first"
"79064","Diploproctodaeum momoaafata","Diploproctodaeum",1996,1,"not the first"
"79065","Diploproctodaeum plataxi","Diploproctodaeum",1970,1,"not the first"
"79066","Diploproctodaeum plicitum","Diploproctodaeum",1928,1,"not the first"
"79067","Diploproctodaeum rutellum","Diploproctodaeum",1970,3,"not the first"
"79070","Diploproctodaeum tsubameuo","Diploproctodaeum",2003,1,"not the first"
"79071","Diploproctodaeum waki","Diploproctodaeum",1990,2,"not the first"
"79073","Discocephalotrema kyphosi","Discocephalotrema",1993,1,"exclude"
"79074","Discogastroides hainanensis","Discogastroides",1990,1,"not the first"
"79075","Discogastroides macrostomus","Discogastroides",1990,1,"not the first"
"79076","Discogastroides minor","Discogastroides",1934,1,"first"
"79077","Discogastroides ostracii","Discogastroides",1934,2,"first"
"79079","Dollfustrema cociellae","Dollfustrema",1976,1,"not the first"
"79080","Dollfustrema hippocampi","Dollfustrema",1982,1,"not the first"
"79081","Ectenurus carangis","Ectenurus",1978,2,"not the first"
"79083","Ectenurus nibeae","Ectenurus",1990,1,"not the first"
"79084","Ectenurus pseudosciaenae","Ectenurus",NA,1,"not the first"
"79085","Ectenurus theraponae","Ectenurus",1965,1,"not the first"
"79086","Ectenurus tianjinensis","Ectenurus",1986,1,"not the first"
"79088","Ectenurus trichiuri","Ectenurus",1990,1,"not the first"
"79089","Ectenurus zonichthyi","Ectenurus",1978,1,"not the first"
"79090","Elliptobursa attenuatus","Elliptobursa",1999,1,"not the first"
"79091","Elongoparorchis arii","Elongoparorchis",1984,2,"not the first"
"79093","Elongoparorchis moniliovatus","Elongoparorchis",1967,4,"not the first"
"79097","Elongoparorchis pneumatis","Elongoparorchis",1961,2,"first"
"79099","Elytrophalloides humerus","Elytrophalloides",1990,2,"not the first"
"79101","Elytrophallus coiliae","Elytrophallus",1982,1,"not the first"
"79103","Elytrophallus rhabdosargi","Elytrophallus",1989,2,"not the first"
"79105","Enenterum elongatum","Enenterum",1970,4,"not the first"
"79109","Enenterum kyphosi","Enenterum",1970,3,"not the first"
"79112","Enenterum mannarense","Enenterum",1980,4,"not the first"
"79116","Epithelionematobothrium mulloidichthydis","Epithelionematobothrium",1970,1,"first"
"79117","Erilepturus bohaiensis","Erilepturus",1986,1,"not the first"
"79118","Erilepturus collichthydis","Erilepturus",1982,1,"not the first"
"79119","Erilepturus cynoglossi","Erilepturus",1989,1,"not the first"
"79120","Erilepturus formosae","Erilepturus",NA,1,"not the first"
"79121","Erilepturus lemeriensis","Erilepturus",1934,3,"first"
"79124","Erilepturus pisoodonophis","Erilepturus",1990,1,"not the first"
"79125","Erilepturus trichiuri","Erilepturus",1978,1,"not the first"
"79126","Fairfaxia lethrini","Fairfaxia",1989,1,"exclude"
"79127","Faustula qikouensis","Faustula",1995,1,"not the first"
"79128","Fellodistomum breve","Fellodistomum",1960,3,"not the first"
"79131","Fellodistomum sebastodis","Fellodistomum",1942,4,"not the first"
"79135","Folliculovarium gymnothoracis","Folliculovarium",1983,2,"first"
"79137","Galactosomum baerupi","Galactosomum",1973,9,"not the first"
"79146","Galactosomum bearupi","Galactosomum",1973,1,"not the first"
"79147","Galactosomum humbargari","Galactosomum",1936,1,"not the first"
"79148","Galactosomum renincola","Galactosomum",1973,3,"not the first"
"79151","Galactosomum stelleri","Galactosomum",2002,1,"not the first"
"79152","Genarchopsis clupeae","Genarchopsis",1995,1,"not the first"
"79153","Genitocotyle acirrus","Genitocotyle",1937,10,"first"
"79164","Genolinea awa","Genolinea",1965,1,"not the first"
"79165","Genolinea dactylopagri","Genolinea",1954,3,"not the first"
"79168","Genolinea montereyensis","Genolinea",1947,1,"not the first"
"79169","Gibsonivermis berryi","Gibsonivermis",1987,2,"exclude"
"79171","Gigantogorgoderina caelorinchi","Gigantogorgoderina",1994,1,"exclude"
"79172","Gissutrema pterothrissi","Gissutrema",1997,1,"exclude"
"79173","Glomericirrus propositus","Glomericirrus",1938,1,"not the first"
"79174","Glomericirrus zenionis","Glomericirrus",1997,1,"not the first"
"79175","Glomeritrema subcuticola","Glomeritrema",1942,4,"exclude"
"79179","Gonapodasmius hapuki","Gonapodasmius",1994,1,"not the first"
"79180","Gonocerca caelorinchi","Gonocerca",1994,1,"not the first"
"79181","Gonocerca oregonensis","Gonocerca",1970,2,"not the first"
"79183","Gonocerca oshoro","Gonocerca",1970,2,"not the first"
"79185","Gotonius facilis","Gotonius",1924,1,"exclude"
"79186","Guschanskiana alveolata","Guschanskiana",1934,1,"exclude"
"79187","Gyliauchen pomacentri","Gyliauchen",1995,1,"not the first"
"79188","Gyliauchen thalassamae","Gyliauchen",1977,1,"not the first"
"79189","Gyliauchen zancli","Gyliauchen",1995,1,"not the first"
"79190","Hamacreadium gymnomuraenae","Hamacreadium",2000,1,"not the first"
"79191","Hamacreadium hainanensis","Hamacreadium",1990,4,"not the first"
"79195","Hamacreadium lariosi","Hamacreadium",1946,1,"not the first"
"79196","Hamacreadium synechogobii","Hamacreadium",1995,1,"not the first"
"79197","Hamacreadium xishaense","Hamacreadium",NA,1,"not the first"
"79198","Hapalotrema dorsopora","Hapalotrema",1993,1,"not the first"
"79199","Hapalotrema pambanensis","Hapalotrema",1973,1,"not the first"
"79200","Hapladena leptotelea","Hapladena",1947,1,"not the first"
"79201","Hapladena tanyorchis","Hapladena",1961,3,"not the first"
"79204","Haploporus magnisaccus","Haploporus",1996,2,"not the first"
"79206","Haploporus mugilis","Haploporus",2002,1,"not the first"
"79207","Helicodidymozoon helicis","Helicodidymozoon",1979,1,"first"
"79208","Helicodidymozoon tortor","Helicodidymozoon",1994,1,"not the first"
"79209","Helicometra execta","Helicometra",1910,2,"not the first"
"79211","Helicometra fusiformis","Helicometra",1992,1,"not the first"
"79212","Helicometra grandora","Helicometra",1954,2,"not the first"
"79214","Helicometra hapalogenyos","Helicometra",1992,1,"not the first"
"79215","Helicometra pleurogrammi","Helicometra",1968,3,"not the first"
"79218","Helicometra sebastis","Helicometra",1974,14,"not the first"
"79232","Neohelicometra sebastis","Neohelicometra",1974,1,"first"
"79233","Helicometra selaroides","Helicometra",1986,1,"not the first"
"79234","Hemiurus arelisci","Hemiurus",1938,1,"not the first"
"79235","Hemiurus sigani","Hemiurus",1964,2,"not the first"
"79237","Heterobucephalopsis gymnothoracis","Heterobucephalopsis",1983,2,"exclude"
"79239","Heterolebes immaculosus","Heterolebes",1965,2,"not the first"
"79245","Heterolebes maculosus","Heterolebes",1935,3,"first"
"79248","Heterolebes sinensis","Heterolebes",1979,1,"not the first"
"79249","Heterophyopsis hawaiiensis","Heterophyopsis",2004,1,"not the first"
"79250","Hexangium elongatum","Hexangium",1963,2,"not the first"
"79252","Hexangium leptosomum","Hexangium",1990,1,"not the first"
"79253","Hexangium sigani","Hexangium",1929,9,"first"
"79262","Hirudinella xishaensis","Hirudinella",1985,1,"not the first"
"79263","Holorchis plectorhynchi","Holorchis",1968,2,"not the first"
"79265","Holorchis pulcher","Holorchis",1954,1,"not the first"
"79266","Pseudoholorchis pulcher","Pseudoholorchis",1954,3,"exclude"
"79269","Homalometron caballeroi","Homalometron",1965,2,"not the first"
"79271","Homalometron longisinosum","Homalometron",1937,3,"not the first"
"79274","Homalometron stradbrokensis","Homalometron",1999,1,"not the first"
"79275","Homalometron synagris","Homalometron",1953,3,"not the first"
"79278","Homalometron verrunculi","Homalometron",1999,1,"not the first"
"79279","Homalometron wrightae","Homalometron",1999,1,"not the first"
"79280","Hurleytrema hainanensis","Hurleytrema",1990,2,"exclude"
"79282","Hurleytrematoides bartolii","Hurleytrematoides",1999,2,"not the first"
"79284","Hurleytrematoides fijiensis","Hurleytrematoides",1999,2,"not the first"
"79286","Hurleytrematoides longus","Hurleytrematoides",1993,1,"not the first"
"79287","Hurleytrematoides malabonensis","Hurleytrematoides",1961,1,"not the first"
"79288","Hurleytrematoides prevoti","Hurleytrematoides",1999,1,"not the first"
"79289","Hurleytrematoides zebrasomae","Hurleytrematoides",1999,1,"not the first"
"79290","Hymenocotta mulli","Hymenocotta",1961,6,"first"
"79296","Hypocreadium cavum","Hypocreadium",1996,4,"not the first"
"79300","Hypocreadium dampieriae","Hypocreadium",1942,1,"not the first"
"79301","Hypocreadium drepanei","Hypocreadium",1990,2,"not the first"
"79303","Hypocreadium grandisquamis","Hypocreadium",1996,1,"not the first"
"79304","Hypocreadium patellare","Hypocreadium",1938,5,"not the first"
"79310","Hypocreadium symmetrorchis","Hypocreadium",1936,2,"not the first"
"79312","Hypohepaticola setipinnae","Hypohepaticola",1986,2,"exclude"
"79314","Hypoporus phylloides","Hypoporus",1989,1,"exclude"
"79315","Hyporhamphitrema kamegaii","Hyporhamphitrema",2000,1,"exclude"
"79316","Hysterolecitha acanthuri","Hysterolecitha",1947,1,"not the first"
"79317","Hysterolecitha arii","Hysterolecitha",1982,2,"not the first"
"79319","Hysterolecitha chirocentri","Hysterolecitha",1964,1,"not the first"
"79320","Hysterolecitha heronensis","Hysterolecitha",1993,4,"not the first"
"79324","Hysterolecitha indonesiana","Hysterolecitha",1996,1,"not the first"
"79325","Hysterolecitha ovarilobulus","Hysterolecitha",1989,1,"not the first"
"79326","Hysterolecitha progonimus","Hysterolecitha",1964,1,"not the first"
"79327","Hysterolecitha soniae","Hysterolecitha",1997,1,"not the first"
"79328","Hysterolecitha triacanthi","Hysterolecitha",1964,2,"not the first"
"79330","Hysterolecithoides frontilatus","Hysterolecithoides",1969,4,"not the first"
"79334","Hysterolecithoides manini","Hysterolecithoides",1970,1,"not the first"
"79335","Hysterolecithoides multiglandularis","Hysterolecithoides",1983,1,"not the first"
"79336","Hysterolecithoides pseudorosea","Hysterolecithoides",1956,1,"not the first"
"79337","Hysterolecithoides zebrasomatis","Hysterolecithoides",1970,1,"not the first"
"79338","Indodidymozoon brevicolle","Indodidymozoon",1938,1,"first"
"79339","Indodidymozoon ditremion","Indodidymozoon",1995,1,"not the first"
"79340","Indodidymozoon lesteri","Indodidymozoon",1994,1,"not the first"
"79341","Indodidymozoon metridion","Indodidymozoon",1995,1,"not the first"
"79342","Indodidymozoon moretonensis","Indodidymozoon",1994,1,"not the first"
"79343","Indodidymozoon pearsoni","Indodidymozoon",1994,3,"not the first"
"79346","Indodidymozoon suttiei","Indodidymozoon",1994,1,"not the first"
"79347","Intusatrium berryi","Intusatrium",1987,2,"not the first"
"79349","Intusatrium crassum","Intusatrium",1989,1,"not the first"
"79350","Intusatrium robustum","Intusatrium",1968,1,"first"
"79351","Intusatrium secundum","Intusatrium",1968,1,"first"
"79352","Isocoelium mediolecithale","Isocoelium",1927,1,"exclude"
"79353","Isorchis parvus","Isorchis",1969,1,"exclude"
"79354","Jeancadenatia dohenyi","Jeancadenatia",1956,1,"first"
"79355","Jeancadenatia pacifica","Jeancadenatia",1970,1,"not the first"
"79356","Jerguillicola leonora","Jerguillicola",2002,1,"exclude"
"79357","Johniophyllum formiae","Johniophyllum",1982,2,"first"
"79359","Johniophyllum qingdaoensis","Johniophyllum",1989,3,"not the first"
"79362","Kamegaia kawakawa","Kamegaia",1970,1,"exclude"
"79363","Koseiria huxleyi","Koseiria",2001,1,"not the first"
"79364","Koseiria tahmeli","Koseiria",1942,1,"first"
"79365","Koseiria xishaenae","Koseiria",1983,3,"not the first"
"79368","Labrifer gymnocrani","Labrifer",1985,1,"exclude"
"79369","Lagenocystis katsuwoni","Lagenocystis",1970,1,"exclude"
"79370","Lankatrematoides gardneri","Lankatrematoides",1981,1,"exclude"
"79371","Lasiotocus baiosomus","Lasiotocus",1970,1,"not the first"
"79372","Lasiotocus cryptostoma","Lasiotocus",1966,1,"not the first"
"79373","Lasiotocus glebulentus","Lasiotocus",1971,1,"not the first"
"79374","Lasiotocus lizae","Lasiotocus",2002,1,"not the first"
"79375","Lasiotocus longicaecum","Lasiotocus",1940,2,"not the first"
"79377","Lasiotocus macrotrema","Lasiotocus",1999,1,"not the first"
"79378","Learedius loochooensis","Learedius",1942,1,"not the first"
"79379","Lecithaster atropi","Lecithaster",NA,1,"not the first"
"79380","Lecithaster clupanodonae","Lecithaster",1995,1,"not the first"
"79381","Lecithaster fusiformis","Lecithaster",1991,1,"not the first"
"79382","Lecithaster pacificum","Lecithaster",1991,2,"not the first"
"79384","Lecithaster sayori","Lecithaster",1938,2,"not the first"
"79386","Lecithaster setipinnae","Lecithaster",1995,1,"not the first"
"79387","Lecithaster tylosuri","Lecithaster",1989,1,"not the first"
"79388","Lecithaster xiamenensis","Lecithaster",1995,1,"not the first"
"79389","Lecithobotrys stomachicola","Lecithobotrys",1996,2,"not the first"
"79391","Lecithochirium alectis","Lecithochirium",1970,2,"not the first"
"79393","Lecithochirium apharei","Lecithochirium",1970,2,"not the first"
"79395","Lecithochirium australis","Lecithochirium",1954,1,"not the first"
"79396","Lecithochirium bothi","Lecithochirium",1970,1,"not the first"
"79397","Lecithochirium caesionis","Lecithochirium",1942,4,"not the first"
"79401","Lecithochirium callaoensis","Lecithochirium",1993,1,"not the first"
"79402","Lecithochirium chaetodontis","Lecithochirium",1970,1,"not the first"
"79403","Lecithochirium cheni","Lecithochirium",1994,1,"not the first"
"79404","Lecithochirium cirrhiti","Lecithochirium",1960,4,"not the first"
"79408","Lecithochirium dongshanensis","Lecithochirium",NA,2,"not the first"
"79410","Lecithochirium fistulariae","Lecithochirium",NA,1,"not the first"
"79411","Lecithochirium flexum","Lecithochirium",1954,1,"not the first"
"79412","Lecithochirium holocentri","Lecithochirium",1970,3,"not the first"
"79415","Lecithochirium kawakawa","Lecithochirium",1970,4,"not the first"
"79420","Lecithochirium kawalea","Lecithochirium",1970,4,"not the first"
"79424","Lecithochirium keokeo","Lecithochirium",1970,2,"not the first"
"79426","Lecithochirium macrorchis","Lecithochirium",1946,3,"not the first"
"79429","Lecithochirium magnaporum","Lecithochirium",1940,7,"not the first"
"79436","Lecithochirium medium","Lecithochirium",NA,1,"not the first"
"79437","Lecithochirium miichthydis","Lecithochirium",1982,1,"not the first"
"79438","Lecithochirium muraenesocis","Lecithochirium",1982,2,"not the first"
"79440","Lecithochirium pacificum","Lecithochirium",NA,1,"not the first"
"79441","Lecithochirium paracanthi","Lecithochirium",1953,6,"not the first"
"79447","Lecithochirium poecilopsettae","Lecithochirium",1990,1,"not the first"
"79448","Lecithochirium priacanthi","Lecithochirium",1953,5,"not the first"
"79453","Lecithochirium pseudosciaenae","Lecithochirium",1990,1,"not the first"
"79454","Lecithochirium savalae","Lecithochirium",NA,1,"not the first"
"79455","Lecithochirium scomberomori","Lecithochirium",1982,2,"not the first"
"79457","Lecithochirium selkiriensis","Lecithochirium",1989,1,"not the first"
"79458","Lecithochirium trichiuri","Lecithochirium",1981,1,"not the first"
"79459","Lecithocladium apolecti","Lecithocladium",1962,3,"not the first"
"79462","Lecithocladium chingi","Lecithocladium",1960,5,"not the first"
"79467","Lecithocladium cristatum","Lecithocladium",1819,1,"first"
"79468","Lecithocladium dongshanensis","Lecithocladium",1985,2,"not the first"
"79470","Lecithocladium excisiforme","Lecithocladium",1902,8,"not the first"
"79478","Lecithocladium glandulum","Lecithocladium",1945,4,"not the first"
"79482","Lecithocladium ilishae","Lecithocladium",1973,2,"not the first"
"79483","Lecithocladium ilishae","Lecithocladium",1970,2,"not the first"
"79484","Lecithocladium invasor","Lecithocladium",2001,3,"not the first"
"79487","Lecithocladium leiognathi","Lecithocladium",1989,3,"not the first"
"79490","Lecithocladium lutiani","Lecithocladium",1978,1,"not the first"
"79491","Lecithocladium miichthydis","Lecithocladium",1982,2,"not the first"
"79493","Lecithocladium pagrosomi","Lecithocladium",1934,1,"not the first"
"79494","Lecithocladium parapristipomatis","Lecithocladium",1997,1,"not the first"
"79495","Lecithocladium parviovum","Lecithocladium",1953,4,"not the first"
"79499","Lecithocladium putianensis","Lecithocladium",1982,2,"not the first"
"79501","Lecithocladium scombri","Lecithocladium",1953,1,"not the first"
"79502","Lecithomonoium harpodi","Lecithomonoium",1987,1,"exclude"
"79503","Lecithophyllum cheilionis","Lecithophyllum",1964,1,"not the first"
"79504","Lecithophyllum kitrii","Lecithophyllum",2001,2,"not the first"
"79506","Lecithostaphylus ahaaha","Lecithostaphylus",1970,1,"not the first"
"79507","Lecithostaphylus fugus","Lecithostaphylus",1986,1,"not the first"
"79508","Lenolopa huizhouensis","Lenolopa",1996,1,"exclude"
"79509","Lepidapedoides apharei","Lepidapedoides",1986,1,"not the first"
"79510","Lepidapedoides kalikali","Lepidapedoides",1970,2,"not the first"
"79512","Lepidapedoides kerapu","Lepidapedoides",NA,3,"not the first"
"79515","Lepidapedoides nelsoni","Lepidapedoides",1969,4,"not the first"
"79519","Lepidapedoides ostichthydis","Lepidapedoides",1970,1,"not the first"
"79520","Lepidapedoides ovale","Lepidapedoides",1942,6,"not the first"
"79527","Lepidapedoides parvulus","Lepidapedoides",1996,2,"not the first"
"79529","Lepidapedon abyssensis","Lepidapedon",1968,4,"not the first"
"79533","Lepidapedon antimorae","Lepidapedon",1968,1,"not the first"
"79534","Lepidapedon apharei","Lepidapedon",NA,1,"not the first"
"79535","Lepidapedon australis","Lepidapedon",1954,1,"not the first"
"79536","Lepidapedon blairi","Lepidapedon",1993,1,"not the first"
"79537","Lepidapedon calli","Lepidapedon",1947,2,"not the first"
"79539","Lepidapedon cascadensis","Lepidapedon",1968,2,"not the first"
"79542","Lepidapedon congeri","Lepidapedon",1954,1,"not the first"
"79543","Lepidapedon filiformis","Lepidapedon",1968,1,"not the first"
"79544","Lepidapedon genge","Lepidapedon",1938,4,"not the first"
"79548","Lepidapedon golphick","Lepidapedon",1968,1,"not the first"
"79549","Lepidapedon longivesiculum","Lepidapedon",1970,3,"not the first"
"79552","Lepidapedon luteum","Lepidapedon",1938,6,"not the first"
"79558","Lepidapedon nelsoni","Lepidapedon",1969,4,"not the first"
"79562","Lepidapedon oregonensis","Lepidapedon",1968,2,"not the first"
"79565","Lepidapedon yaquina","Lepidapedon",1968,2,"not the first"
"79568","Lepidodidymozoon sinicum","Lepidodidymozoon",1984,2,"exclude"
"79570","Lepidophyllum cameroni","Lepidophyllum",1969,1,"not the first"
"79571","Lepocreadioides discum","Lepocreadioides",1986,1,"not the first"
"79572","Lepocreadioides huanghuaensis","Lepocreadioides",1987,1,"not the first"
"79573","Lepocreadioides indicum","Lepocreadioides",1941,10,"not the first"
"79583","Lepocreadioides orientalis","Lepocreadioides",1939,18,"not the first"
"79602","Lepocreadioides pagrosomi","Lepocreadioides",1982,1,"not the first"
"79603","Lepocreadioides zebrini","Lepocreadioides",1936,2,"first"
"79605","Lepocreadium adlardi","Lepocreadium",1993,1,"not the first"
"79606","Lepocreadium bravoae","Lepocreadium",1965,2,"not the first"
"79608","Lepocreadium drepanei","Lepocreadium",1990,1,"not the first"
"79609","Lepocreadium incisum","Lepocreadium",1955,1,"not the first"
"79610","Lepocreadium misakiense","Lepocreadium",1986,1,"not the first"
"79611","Lepocreadium navodoni","Lepocreadium",1986,2,"not the first"
"79613","Lepocreadium opsanusi","Lepocreadium",1960,1,"not the first"
"79614","Lepocreadium oyabitcha","Lepocreadium",1984,2,"not the first"
"79616","Lepocreadium scombri","Lepocreadium",1938,2,"not the first"
"79618","Lepocreadium trachinoti","Lepocreadium",1989,1,"not the first"
"79619","Neolepocreadium trachinoti","Neolepocreadium",1986,1,"not the first"
"79620","Lepocreadium valdiviensis","Lepocreadium",1993,1,"not the first"
"79621","Lepocreadium xanthichthydis","Lepocreadium",1970,1,"not the first"
"79622","Lepotrema adlardi","Lepotrema",1993,1,"not the first"
"79623","Lepotrema canthescheni","Lepotrema",1996,1,"not the first"
"79624","Lepotrema clavatum","Lepotrema",1932,15,"first"
"79639","Lepotrema incisum","Lepotrema",1955,1,"not the first"
"79640","Lepotrema monile","Lepotrema",1998,1,"not the first"
"79641","Lepotrema xanthichthydis","Lepotrema",1970,1,"not the first"
"79642","Leptocreadium skrjabini","Leptocreadium",1936,1,"first"
"79643","Leptocreadium vitellosum","Leptocreadium",1936,1,"first"
"79644","Leucasiella nipponicus","Leucasiella",1951,1,"first"
"79645","Liliaoralis cataluphi","Liliaoralis",1994,2,"exclude"
"79647","Lintonium laymani","Lintonium",1957,2,"not the first"
"79649","Lintonium srivastavai","Lintonium",1969,1,"not the first"
"79650","Lobatocreadium exiguum","Lobatocreadium",1963,4,"not the first"
"79654","Lobatocreadium ryukyuense","Lobatocreadium",1999,1,"not the first"
"79655","Lobatocreadium vitellosum","Lobatocreadium",1936,1,"first"
"79656","Lobatocystis euthynni","Lobatocystis",1999,1,"not the first"
"79657","Lobatocystis yaito","Lobatocystis",1965,1,"first"
"79658","Lobatostoma anisotremum","Lobatostoma",NA,1,"not the first"
"79659","Lobatostoma manteri","Lobatostoma",1973,4,"not the first"
"79663","Lobatostoma pacificum","Lobatostoma",NA,3,"not the first"
"79666","Lobatostoma peruviensis","Lobatostoma",1974,1,"not the first"
"79667","Lobatostoma veranoi","Lobatostoma",NA,1,"not the first"
"79668","Lobatovitelliovarium fusiforme","Lobatovitelliovarium",1965,1,"exclude"
"79669","Lobatozoum kawakawa","Lobatozoum",1970,1,"not the first"
"79671","Lobatozoum macrobularis","Lobatozoum",1989,1,"not the first"
"79672","Lobatozoum yaito","Lobatozoum",1965,2,"not the first"
